aX,aY,aZ,gX,gY,gZ
0.605,-0.098,0.785,0.000,6.042,4.150
0.620,-0.094,0.751,0.000,6.836,2.686
0.622,-0.096,0.735,-0.366,7.019,1.587
0.623,-0.106,0.745,-3.174,6.531,1.648
0.627,-0.133,0.761,-4.761,6.287,0.305
0.606,-0.160,0.768,-5.310,5.920,0.122
0.591,-0.168,0.785,-7.080,4.333,1.404
0.590,-0.171,0.840,-5.859,-0.122,2.808
0.588,-0.166,0.905,-1.953,-4.395,3.296
0.594,-0.144,0.924,1.648,-5.249,2.808
0.607,-0.133,0.912,2.686,-2.563,0.916
0.605,-0.140,0.868,2.625,2.380,-1.526
0.592,-0.156,0.804,1.465,7.202,-3.662
0.589,-0.165,0.744,-0.732,9.705,-4.272
0.588,-0.165,0.715,-2.686,9.705,-4.028
0.576,-0.177,0.717,-3.418,7.935,-4.028
0.560,-0.175,0.740,-3.052,4.578,-3.296
0.561,-0.171,0.774,-2.686,1.587,-2.075
0.558,-0.171,0.809,-1.709,-0.183,-1.831
0.548,-0.161,0.827,-0.183,-0.916,-0.854
0.567,-0.158,0.827,0.793,-1.587,0.549
0.580,-0.154,0.818,1.892,-2.075,1.160
0.576,-0.148,0.813,3.174,-2.380,1.038
0.575,-0.155,0.833,3.174,-3.418,1.404
0.585,-0.139,0.852,3.906,-4.822,2.258
0.591,-0.120,0.865,6.226,-5.676,2.258
0.598,-0.106,0.877,7.568,-5.127,1.587
0.611,-0.092,0.863,7.507,-2.930,0.122
0.614,-0.103,0.815,7.263,1.526,-2.380
0.612,-0.108,0.744,6.348,5.188,-4.639
0.611,-0.120,0.689,3.906,7.019,-6.104
0.608,-0.144,0.687,1.282,6.775,-6.653
0.570,-0.169,0.697,-0.671,3.540,-4.944
0.565,-0.170,0.755,-1.343,-0.488,-3.723
0.564,-0.182,0.806,-0.854,-3.784,-2.136
0.554,-0.173,0.833,-0.061,-5.371,-0.427
0.547,-0.156,0.846,0.732,-5.737,0.549
0.563,-0.153,0.868,1.526,-5.859,0.549
0.559,-0.155,0.860,4.761,-5.432,-0.793
0.857,-0.785,-2.387,-116.272,15.686,-3.357
0.845,-0.806,-2.594,-146.667,19.897,-7.385
0.789,-0.798,-2.831,-177.368,22.583,-10.559
0.717,-0.743,-3.003,-209.473,18.005,-10.559
0.611,-0.653,-3.123,-239.319,7.996,-8.972
0.479,-0.529,-3.113,-267.212,-5.371,-5.615
0.357,-0.428,-3.077,-292.786,-22.339,0.732
0.278,-0.309,-2.951,-316.589,-41.626,11.292
0.225,-0.128,-2.757,-334.473,-63.965,23.743
0.203,0.067,-2.603,-345.581,-87.219,35.095
0.173,0.281,-2.387,-354.309,-111.145,45.105
0.161,0.508,-2.176,-363.220,-133.728,54.810
0.167,0.727,-1.928,-373.962,-156.616,65.063
0.208,0.915,-1.620,-382.446,-179.321,70.679
0.254,1.073,-1.303,-384.338,-197.998,70.618
0.244,1.275,-1.002,-383.057,-206.909,63.232
0.217,1.388,-0.704,-383.057,-210.449,53.894
0.168,1.469,-0.343,-387.146,-211.487,46.814
0.156,1.522,0.157,-393.066,-212.524,41.443
0.115,1.499,0.689,-393.677,-210.327,34.729
0.044,1.443,1.250,-390.747,-198.730,28.076
-0.010,1.333,1.819,-387.573,-184.387,24.902
-0.040,1.184,2.288,-376.404,-171.631,23.499
-0.048,1.089,2.672,-348.572,-157.288,22.949
0.032,0.998,2.888,-308.167,-143.921,20.081
0.124,0.953,2.927,-262.573,-124.939,12.756
0.105,0.917,2.742,-221.680,-94.543,2.197
0.122,0.829,2.463,-198.120,-61.462,-4.822
0.183,0.780,2.070,-178.589,-36.255,-8.850
0.242,0.758,1.604,-151.123,-22.278,-12.451
0.262,0.788,1.243,-128.967,-17.822,-11.658
0.328,0.782,0.914,-116.943,-14.709,-11.841
0.309,0.792,0.723,-112.671,-14.587,-10.315
0.288,0.766,0.762,-114.197,-21.179,-7.446
0.287,0.654,0.972,-112.305,-34.485,-4.578
0.282,0.606,1.215,-104.553,-42.847,-0.244
0.280,0.561,1.413,-97.290,-42.358,2.563
0.278,0.501,1.537,-87.646,-36.804,2.930
0.294,0.444,1.599,-75.867,-28.198,1.770
0.312,0.401,1.595,-62.805,-18.066,-0.977
0.359,0.343,1.531,-49.377,-7.874,-4.639
0.401,0.288,1.396,-35.583,1.953,-8.789
0.452,0.247,1.200,-24.963,12.695,-12.878
0.482,0.184,1.013,-19.836,21.423,-17.029
0.503,0.115,0.872,-16.541,25.940,-20.264
0.510,-0.002,0.729,-13.062,25.696,-21.545
0.514,-0.066,0.683,-11.597,21.423,-19.897
0.525,-0.108,0.715,-11.292,16.296,-16.052
0.540,-0.166,0.786,-9.949,10.437,-13.306
0.542,-0.201,0.864,-7.446,6.348,-10.925
0.559,-0.215,0.885,-4.578,5.310,-8.667
0.564,-0.208,0.875,-1.587,6.287,-7.812
0.565,-0.209,0.862,2.014,6.470,-7.812
0.592,-0.204,0.864,5.554,6.042,-7.385
0.629,-0.189,0.827,9.277,6.653,-7.935
0.659,-0.159,0.755,10.803,10.010,-9.399
0.689,-0.162,0.645,7.202,16.235,-10.803
0.659,-0.190,0.586,0.061,20.691,-10.559
0.653,-0.235,0.549,-7.141,23.254,-10.681
0.597,-0.243,0.629,-14.465,20.691,-7.202
0.606,-0.264,0.755,-19.897,12.268,-1.709
0.620,-0.252,0.857,-18.005,4.150,3.296
0.636,-0.200,0.906,-14.404,0.549,7.202
0.665,-0.174,0.924,-12.024,1.038,8.301
0.672,-0.187,0.915,-7.935,2.136,6.287
0.666,-0.192,0.870,-2.563,2.991,4.761
0.682,-0.161,0.840,0.977,2.747,4.944
0.720,-0.155,0.819,4.822,0.854,4.272
0.738,-0.143,0.781,9.155,-0.061,2.136
0.743,-0.133,0.722,9.277,2.380,0.488
0.733,-0.134,0.670,4.700,6.165,-1.282
0.707,-0.144,0.650,0.122,7.690,-1.709
0.687,-0.165,0.673,-2.197,5.310,-1.709
0.673,-0.192,0.742,-2.502,0.732,-1.038
0.667,-0.205,0.791,-1.831,-1.099,-0.427
0.664,-0.198,0.796,-1.648,-0.305,0.000
0.639,-0.183,0.778,-1.282,0.916,-0.122
0.623,-0.188,0.790,-0.183,-0.244,0.122
0.624,-0.177,0.824,2.625,-3.540,0.610
0.636,-0.153,0.835,6.042,-5.066,0.977
0.649,-0.136,0.796,7.202,-3.174,0.183
0.665,-0.136,0.732,6.348,0.793,-1.404
0.654,-0.152,0.656,4.761,4.944,-3.479
0.637,-0.173,0.604,1.892,7.141,-3.845
0.626,-0.194,0.583,-1.221,5.981,-2.869
0.627,-0.209,0.597,-3.479,2.258,-0.977
0.613,-0.200,0.633,-4.822,-1.709,1.221
0.608,-0.188,0.703,-5.432,-5.005,3.113
0.618,-0.177,0.778,-5.737,-6.897,4.028
0.611,-0.171,0.842,-4.456,-6.531,3.174
0.603,-0.177,0.887,-3.296,-5.127,2.136
0.601,-0.173,0.901,-2.258,-2.991,1.770
0.610,-0.163,0.900,-0.793,-0.671,1.526
0.618,-0.151,0.872,1.648,1.221,0.854
0.635,-0.134,0.827,3.723,2.502,0.183
0.647,-0.124,0.770,4.761,4.333,-0.610
0.650,-0.121,0.721,3.540,6.165,-1.099
0.653,-0.135,0.686,1.831,7.080,-1.648
0.654,-0.162,0.663,1.526,6.165,-2.075
0.654,-0.181,0.631,1.160,4.272,-1.404
0.647,-0.182,0.626,-0.427,2.136,-0.366
0.656,-0.174,0.656,-1.465,-0.610,0.732
0.654,-0.176,0.717,-1.770,-2.197,0.671
0.635,-0.177,0.777,-2.136,-2.014,0.549
0.626,-0.169,0.822,-2.258,-1.587,0.671
0.627,-0.167,0.852,-0.854,-1.587,0.549
0.627,-0.160,0.871,1.160,-1.038,0.183
0.628,-0.159,0.880,3.174,0.366,-0.061
0.635,-0.158,0.864,4.822,1.831,0.183
0.635,-0.156,0.830,6.775,3.052,0.061
0.649,-0.145,0.780,8.850,3.235,0.244
0.664,-0.142,0.732,10.376,2.991,-0.305
0.665,-0.142,0.677,11.353,2.625,-1.099
0.674,-0.135,0.621,9.644,2.747,-1.221
0.671,-0.150,0.583,6.104,2.747,-1.160
0.651,-0.171,0.608,2.014,1.770,-0.793
0.647,-0.194,0.674,-1.160,-0.549,0.366
0.647,-0.208,0.750,-1.953,-2.686,1.343
0.647,-0.204,0.790,-0.366,-3.357,1.465
0.663,-0.867,-2.407,-110.046,12.146,9.766
0.647,-0.840,-2.587,-134.644,9.888,12.939
0.616,-0.788,-2.752,-160.400,3.845,18.311
0.607,-0.687,-2.889,-189.209,-0.366,22.583
0.584,-0.538,-3.009,-220.947,-3.967,25.940
0.536,-0.408,-3.076,-253.418,-12.024,27.832
0.460,-0.229,-2.998,-281.128,-26.245,29.175
0.387,-0.125,-2.863,-305.603,-44.617,32.043
0.332,-0.005,-2.660,-328.552,-64.209,38.391
0.276,0.140,-2.433,-347.168,-83.313,46.509
0.212,0.286,-2.212,-360.413,-102.661,55.420
0.185,0.467,-1.972,-373.596,-123.596,66.711
0.189,0.640,-1.696,-383.423,-145.691,74.524
0.167,0.763,-1.391,-384.583,-169.861,77.637
0.178,0.893,-1.064,-383.118,-189.697,76.782
0.185,1.043,-0.758,-383.362,-203.491,76.660
0.216,1.183,-0.483,-383.484,-210.571,71.533
0.199,1.250,-0.242,-380.493,-210.876,60.242
0.182,1.281,-0.034,-379.944,-204.712,50.415
0.150,1.309,0.214,-379.578,-197.754,41.809
0.061,1.278,0.475,-374.451,-192.017,33.020
0.004,1.265,0.778,-373.230,-185.181,28.870
-0.021,1.205,1.099,-373.230,-178.955,26.611
-0.028,1.167,1.403,-362.671,-171.448,25.085
-0.063,1.121,1.681,-344.910,-164.124,20.569
-0.158,1.080,1.950,-323.486,-153.809,15.869
-0.194,1.027,2.363,-305.237,-143.982,13.000
-0.148,0.835,2.745,-280.457,-135.620,9.155
-0.137,0.786,2.885,-245.422,-117.859,7.812
-0.072,0.768,2.873,-208.801,-93.567,5.249
-0.021,0.730,2.727,-169.495,-72.388,0.000
-0.012,0.694,2.452,-132.385,-52.795,-5.981
0.046,0.672,2.202,-106.445,-36.621,-7.263
0.155,0.677,1.982,-87.158,-23.804,-7.385
0.254,0.656,1.747,-66.040,-12.878,-10.071
0.312,0.575,1.469,-47.241,-2.136,-14.099
0.362,0.531,1.211,-37.842,12.329,-17.578
0.383,0.497,0.971,-34.668,24.658,-19.104
0.418,0.440,0.778,-33.508,29.663,-20.020
0.425,0.388,0.672,-32.654,26.001,-18.799
0.444,0.330,0.674,-32.043,16.663,-15.930
0.461,0.251,0.781,-31.189,4.333,-12.939
0.479,0.194,0.925,-28.015,-5.249,-9.888
0.476,0.146,1.062,-22.583,-9.827,-8.057
0.460,0.093,1.169,-16.052,-11.475,-7.202
0.466,0.061,1.235,-10.193,-11.047,-5.737
0.493,0.040,1.269,-4.822,-8.362,-4.333
0.513,0.010,1.280,1.282,-4.150,-4.944
0.532,-0.020,1.241,7.812,2.258,-6.226
0.549,-0.064,1.148,12.756,10.498,-7.324
0.562,-0.098,1.013,16.724,17.700,-8.667
0.578,-0.110,0.922,21.240,20.935,-10.254
0.596,-0.202,0.784,25.085,19.470,-10.742
0.586,-0.216,0.709,25.940,18.250,-10.071
0.596,-0.226,0.635,23.315,16.907,-7.751
0.592,-0.237,0.593,19.348,14.587,-6.104
0.590,-0.266,0.600,16.174,9.216,-3.357
0.599,-0.293,0.633,13.977,2.869,-0.183
0.619,-0.292,0.669,13.550,-2.319,2.869
0.648,-0.284,0.707,14.465,-5.432,4.028
0.667,-0.276,0.734,15.625,-5.981,3.662
0.675,-0.257,0.731,14.709,-3.601,2.869
0.676,-0.245,0.733,11.902,-0.366,2.136
0.684,-0.245,0.740,10.376,0.854,1.282
0.701,-0.245,0.759,11.169,-0.061,0.671
0.703,-0.237,0.767,12.024,0.244,-0.244
0.692,-0.239,0.764,11.292,1.465,-0.671
0.687,-0.245,0.759,9.338,2.319,-0.793
0.676,-0.256,0.769,9.216,0.427,-0.916
0.664,-0.269,0.779,12.024,-2.808,-1.160
0.651,-0.267,0.797,13.977,-5.432,-0.488
0.667,-0.271,0.806,14.587,-6.531,-0.122
0.676,-0.276,0.806,15.320,-6.470,-0.916
0.674,-0.276,0.784,16.235,-5.249,-2.075
0.663,-0.276,0.746,15.259,-2.808,-3.235
0.658,-0.274,0.708,13.245,-0.916,-3.601
0.648,-0.277,0.698,12.146,-1.282,-3.967
0.636,-0.298,0.704,12.268,-3.357,-4.333
0.621,-0.299,0.718,11.841,-4.700,-3.601
0.614,-0.281,0.714,11.108,-4.822,-2.380
0.604,-0.285,0.704,10.437,-5.066,-1.892
0.592,-0.296,0.716,9.766,-6.226,-1.709
0.583,-0.299,0.733,10.071,-7.568,-0.549
0.590,-0.301,0.757,10.376,-8.911,0.244
0.586,-0.305,0.764,10.437,-8.118,0.488
0.575,-0.316,0.757,9.399,-6.165,1.038
0.566,-0.317,0.740,7.446,-4.761,2.075
0.569,-0.302,0.739,6.836,-5.432,3.540
0.581,-0.293,0.763,8.728,-8.057,4.211
0.596,-0.288,0.779,10.315,-9.583,4.028
0.603,-0.274,0.778,9.949,-7.690,3.784
0.597,-0.265,0.754,7.629,-4.089,3.540
0.588,-0.260,0.733,5.066,-1.709,3.113
0.581,-0.263,0.720,3.662,-1.526,2.258
0.571,-0.275,0.737,2.869,-3.052,2.319
0.574,-0.282,0.772,1.465,-4.761,3.540
0.579,-0.286,0.809,2.136,-6.226,4.272
0.579,-0.280,0.826,4.822,-7.568,4.395
0.585,-0.262,0.824,6.775,-7.935,4.517
0.586,-0.248,0.815,8.362,-7.751,3.967
0.587,-0.236,0.821,9.888,-8.118,3.296
0.598,-0.237,0.828,10.681,-7.568,2.197
0.596,-0.238,0.822,10.620,-5.127,0.610
0.576,-0.240,0.806,10.193,-2.136,-0.977
0.567,-0.252,0.791,8.545,0.122,-2.136
0.568,-0.265,0.780,7.019,1.038,-2.930
0.565,-0.265,0.757,7.141,2.319,-3.357
0.556,-0.267,0.724,7.141,3.784,-4.028
0.541,-0.270,0.691,6.165,4.639,-4.395
0.532,-0.281,0.672,4.028,4.150,-4.150
0.526,-0.299,0.682,2.319,1.953,-3.784
0.525,-0.306,0.703,1.770,-0.732,-3.296
0.526,-0.300,0.727,2.014,-2.686,-2.991
0.531,-0.293,0.743,1.770,-2.869,-3.235
0.530,-0.301,0.745,0.793,-1.404,-3.418
0.533,-0.297,0.743,-0.916,0.244,-2.930
0.538,-0.290,0.744,-1.404,0.366,-3.113
0.540,-0.289,0.746,-0.183,-1.038,-3.784
0.543,-0.281,0.760,0.244,-2.136,-3.357
0.607,-0.922,-2.401,-57.739,24.719,-1.221
0.567,-0.931,-2.638,-80.505,10.437,3.723
0.559,-0.913,-2.770,-108.215,-4.517,7.935
0.502,-0.895,-2.833,-137.146,-16.296,10.742
0.491,-0.860,-2.863,-166.931,-26.855,15.564
0.478,-0.776,-2.871,-197.632,-34.851,20.691
0.463,-0.652,-2.879,-226.807,-41.321,26.245
0.461,-0.479,-2.888,-253.723,-49.744,31.677
0.441,-0.246,-2.816,-276.062,-61.890,34.058
0.406,-0.115,-2.704,-295.837,-75.439,31.738
0.341,0.027,-2.543,-317.749,-83.862,32.227
0.288,0.171,-2.402,-342.957,-89.905,36.804
0.220,0.334,-2.193,-363.953,-101.318,43.945
0.171,0.467,-1.980,-377.502,-120.667,51.025
0.142,0.632,-1.687,-384.460,-145.874,59.814
0.139,0.788,-1.365,-384.766,-173.218,64.819
0.163,0.936,-1.010,-379.578,-196.716,64.453
0.149,1.046,-0.728,-375.183,-211.914,60.852
0.156,1.205,-0.393,-373.047,-219.116,56.396
0.150,1.277,-0.120,-371.887,-219.238,48.950
0.140,1.332,0.162,-372.986,-214.783,41.016
0.130,1.376,0.479,-371.582,-208.191,32.349
0.099,1.364,0.770,-366.272,-198.120,21.851
0.091,1.309,1.034,-358.948,-184.509,12.085
0.094,1.260,1.208,-348.572,-170.166,3.784
0.075,1.240,1.309,-334.839,-153.748,-3.357
0.035,1.240,1.425,-320.618,-139.038,-9.338
-0.053,1.181,1.618,-309.021,-130.981,-14.465
-0.127,1.082,1.903,-300.415,-124.084,-14.832
-0.142,1.004,2.345,-290.527,-117.859,-14.893
-0.124,0.853,2.550,-266.724,-110.107,-12.634
-0.086,0.773,2.649,-235.535,-94.543,-11.963
-0.083,0.707,2.600,-199.402,-76.294,-15.381
-0.067,0.662,2.419,-164.001,-55.786,-19.226
-0.067,0.649,2.168,-137.390,-35.156,-21.545
-0.022,0.611,1.949,-119.507,-20.386,-20.874
0.019,0.572,1.772,-101.990,-12.451,-19.470
0.072,0.529,1.619,-84.656,-8.728,-16.846
0.142,0.501,1.491,-72.693,-6.531,-12.573
0.223,0.438,1.382,-65.308,-4.089,-7.996
0.296,0.387,1.316,-58.411,1.892,-6.958
0.346,0.324,1.225,-51.331,8.850,-6.409
0.394,0.270,1.117,-46.387,13.550,-5.371
0.461,0.249,1.070,-40.588,14.343,-4.333
0.520,0.168,1.023,-31.067,10.071,-5.127
0.513,0.115,0.976,-20.386,7.446,-7.141
0.523,0.089,0.912,-16.663,7.996,-6.775
0.537,0.072,0.881,-17.456,7.629,-5.127
0.544,0.026,0.936,-16.907,3.296,-3.906
0.554,-0.004,1.008,-14.160,-1.526,-2.869
0.559,-0.014,1.047,-11.230,-3.052,-2.197
0.558,-0.006,1.047,-10.132,-0.549,-1.770
0.566,-0.012,1.030,-9.766,3.174,-2.136
0.554,-0.052,1.013,-7.141,6.042,-4.150
0.540,-0.085,0.996,-4.517,8.667,-5.432
0.535,-0.088,0.942,-2.625,10.742,-6.348
0.538,-0.087,0.839,-1.404,10.803,-8.057
0.555,-0.153,0.800,-2.808,9.705,-10.315
0.551,-0.210,0.812,-2.319,10.681,-9.583
0.517,-0.215,0.785,-0.427,10.803,-6.714
0.521,-0.201,0.761,1.770,8.667,-5.371
0.515,-0.196,0.769,3.052,5.066,-4.639
0.532,-0.181,0.790,1.831,1.404,-2.991
0.543,-0.174,0.822,0.061,-0.671,-2.075
0.558,-0.168,0.842,-1.648,-1.343,-1.831
0.574,-0.164,0.849,-3.784,-0.427,-1.465
0.582,-0.176,0.839,-4.700,0.977,-1.709
0.583,-0.181,0.817,-3.662,1.953,-1.892
0.585,-0.180,0.810,-0.366,2.075,-2.136
0.565,-0.171,0.817,3.845,1.953,-2.441
0.568,-0.155,0.810,6.470,2.625,-2.502
0.567,-0.134,0.808,6.042,3.540,-2.502
0.541,-0.138,0.792,4.761,4.700,-3.601
0.525,-0.143,0.793,1.343,3.662,-3.113
0.543,-0.146,0.779,-2.319,1.343,-2.502
0.535,-0.147,0.795,-4.578,-3.235,-2.563
0.551,-0.134,0.835,-5.615,-6.104,-1.953
0.578,-0.116,0.862,-5.981,-6.409,-1.160
0.573,-0.126,0.849,-4.883,-5.432,-1.343
0.553,-0.142,0.834,-3.540,-3.723,-0.916
0.565,-0.124,0.867,-1.343,-2.563,0.000
0.555,-0.125,0.877,4.272,-1.465,-1.709
0.543,-0.124,0.880,6.958,-0.183,-3.662
0.543,-0.129,0.862,5.920,3.418,-4.639
0.544,-0.141,0.826,4.028,6.592,-5.859
0.532,-0.155,0.783,2.991,8.423,-6.836
0.524,-0.162,0.755,2.075,7.263,-7.141
0.525,-0.169,0.752,1.709,3.662,-6.714
0.527,-0.175,0.761,0.549,0.671,-5.554
0.529,-0.176,0.785,-1.160,-1.160,-3.296
0.536,-0.167,0.816,-1.709,-3.113,-1.709
0.545,-0.157,0.842,0.183,-5.005,-1.343
0.551,-0.154,0.855,2.197,-5.798,-2.197
0.559,-0.146,0.853,3.052,-4.944,-2.747
0.572,-0.130,0.846,2.930,-3.662,-3.174
0.582,-0.121,0.830,3.174,-2.197,-4.089
0.583,-0.124,0.814,2.808,-0.854,-5.676
0.582,-0.120,0.813,2.014,0.061,-6.592
0.575,-0.122,0.817,2.441,-0.183,-7.263
0.562,-0.144,0.830,3.174,-0.977,-8.118
0.550,-0.148,0.840,2.747,-1.221,-8.301
0.533,-0.153,0.848,1.831,-0.732,-7.690
0.521,-0.163,0.857,1.099,-1.099,-7.141
0.516,-0.158,0.870,1.465,-1.709,-6.104
0.515,-0.151,0.876,2.625,-2.197,-5.432
0.514,-0.160,0.878,4.395,-2.319,-5.615
0.512,-0.160,0.860,4.883,-1.343,-5.676
0.507,-0.162,0.833,4.761,-0.122,-5.493
0.505,-0.167,0.825,4.883,-0.061,-5.432
0.510,-0.168,0.828,4.700,-0.366,-5.005
0.514,-0.170,0.830,5.066,-0.061,-5.005
0.508,-0.178,0.830,5.920,0.366,-5.188
0.501,-0.183,0.820,5.676,0.610,-4.761
0.512,-0.186,0.815,4.944,0.244,-3.845
0.520,-0.190,0.815,5.188,-0.854,-3.662
0.521,-0.186,0.821,5.981,-1.343,-3.540
0.523,-0.187,0.828,5.432,-1.160,-3.479
0.526,-0.191,0.836,4.456,-0.427,-3.418
0.529,-0.201,0.835,4.456,0.305,-3.906
0.703,-0.727,-2.404,-104.004,-7.080,6.470
0.640,-0.881,-2.568,-136.414,-14.465,8.301
0.513,-0.961,-2.660,-168.091,-22.705,11.780
0.423,-1.022,-2.761,-196.655,-33.142,20.569
0.423,-1.000,-2.796,-221.497,-47.485,31.311
0.484,-0.941,-2.779,-237.610,-66.162,38.757
0.536,-0.761,-2.761,-246.704,-86.243,44.250
0.614,-0.568,-2.737,-254.150,-105.164,44.922
0.627,-0.340,-2.682,-260.620,-120.117,39.917
0.617,-0.144,-2.647,-273.621,-128.784,34.302
0.555,0.102,-2.580,-293.945,-133.057,31.250
0.478,0.291,-2.494,-316.223,-138.672,29.602
0.369,0.446,-2.350,-339.172,-147.156,31.250
0.260,0.597,-2.131,-363.892,-158.508,39.185
0.178,0.725,-1.886,-383.972,-174.255,49.438
0.119,0.880,-1.571,-395.081,-194.397,60.059
0.115,1.021,-1.232,-396.484,-215.332,65.247
0.108,1.171,-0.905,-388.306,-232.910,62.561
0.088,1.285,-0.584,-376.404,-243.591,51.086
0.068,1.354,-0.253,-366.455,-243.530,36.011
-0.004,1.359,0.040,-366.028,-229.980,23.621
-0.028,1.376,0.371,-377.075,-207.581,16.724
-0.064,1.260,0.642,-379.883,-189.148,10.437
-0.079,1.221,0.859,-367.737,-176.636,4.639
-0.146,1.251,1.013,-346.069,-166.077,-2.625
-0.220,1.270,1.156,-326.660,-153.076,-9.216
-0.255,1.234,1.360,-319.397,-138.123,-13.062
-0.352,1.130,1.632,-313.782,-124.451,-14.282
-0.405,1.044,1.970,-300.598,-110.535,-14.526
-0.422,0.896,2.290,-283.142,-102.783,-9.216
-0.303,0.781,2.554,-260.132,-101.196,-2.747
-0.119,0.752,2.528,-221.008,-95.093,-0.732
-0.015,0.791,2.386,-177.063,-81.970,-5.493
0.063,0.765,2.190,-140.808,-64.697,-16.235
0.102,0.704,1.965,-116.211,-45.105,-24.536
0.172,0.666,1.748,-103.516,-26.428,-26.794
0.268,0.616,1.564,-92.773,-15.930,-27.161
0.355,0.584,1.406,-76.843,-11.230,-28.320
0.408,0.557,1.294,-61.890,-10.681,-29.053
0.495,0.553,1.210,-52.185,-7.751,-30.945
0.534,0.522,1.140,-48.218,-1.709,-33.386
0.547,0.469,1.075,-48.279,8.179,-37.109
0.547,0.397,1.013,-49.316,16.052,-39.795
0.534,0.344,0.998,-48.889,17.273,-39.429
0.547,0.286,1.050,-44.861,12.878,-38.513
0.546,0.231,1.139,-36.377,6.531,-38.574
0.514,0.182,1.183,-27.344,3.967,-39.307
0.502,0.135,1.204,-23.376,5.920,-38.269
0.527,0.100,1.227,-21.118,10.010,-36.804
0.534,0.048,1.205,-12.939,13.123,-38.269
0.528,0.015,1.131,-3.479,16.174,-40.039
0.523,0.003,1.042,0.366,19.348,-39.063
0.527,-0.040,0.938,2.075,21.118,-36.621
0.529,-0.076,0.886,2.319,21.118,-35.645
0.509,-0.140,0.819,1.587,22.156,-34.058
0.501,-0.187,0.784,-0.977,21.606,-29.785
0.490,-0.230,0.771,-3.235,18.494,-24.780
0.490,-0.240,0.787,-4.272,13.855,-18.921
0.509,-0.240,0.820,-4.333,8.057,-13.184
0.525,-0.225,0.828,-3.357,5.005,-8.911
0.537,-0.204,0.812,-2.625,3.906,-6.531
0.548,-0.199,0.794,-1.221,2.563,-5.676
0.556,-0.196,0.792,0.244,1.160,-5.127
0.552,-0.201,0.791,0.366,1.404,-4.211
0.560,-0.218,0.800,0.061,1.587,-3.540
0.581,-0.236,0.799,0.061,1.953,-2.441
0.579,-0.235,0.773,0.244,3.174,-2.136
0.570,-0.250,0.748,-1.160,4.211,-1.587
0.570,-0.248,0.732,-3.723,3.784,-0.916
0.564,-0.243,0.739,-4.089,1.038,0.244
0.576,-0.234,0.769,-3.113,-2.136,1.282
0.602,-0.209,0.786,-2.563,-2.808,1.709
0.604,-0.184,0.761,-1.770,-0.183,0.549
0.597,-0.182,0.744,-1.465,1.770,-1.343
0.594,-0.193,0.748,-2.991,2.319,-2.014
0.591,-0.193,0.783,-4.761,2.014,-0.977
0.596,-0.206,0.816,-4.517,0.916,-0.732
0.585,-0.212,0.846,-3.235,-0.916,0.183
0.595,-0.207,0.851,-2.014,-1.770,1.038
0.598,-0.189,0.862,-0.854,-3.174,1.648
0.608,-0.171,0.869,0.366,-4.272,1.282
0.632,-0.152,0.848,1.526,-3.723,0.488
0.632,-0.144,0.806,1.221,-0.183,-1.038
0.623,-0.153,0.768,-1.404,3.723,-2.075
0.615,-0.180,0.734,-4.211,6.409,-2.258
0.605,-0.187,0.703,-4.211,6.104,-2.258
0.582,-0.193,0.684,-2.502,2.808,-2.319
0.569,-0.207,0.707,-2.441,-1.282,-0.977
0.567,-0.200,0.749,-3.540,-4.761,1.343
0.561,-0.184,0.793,-2.625,-7.507,2.869
0.560,-0.175,0.839,-1.404,-8.850,3.418
0.573,-0.162,0.878,-1.221,-7.935,3.662
0.582,-0.160,0.886,-0.977,-5.249,2.930
0.590,-0.167,0.869,-0.427,-1.160,1.465
0.600,-0.177,0.837,0.549,2.197,-0.366
0.603,-0.183,0.787,1.770,3.723,-2.075
0.603,-0.187,0.746,2.441,3.479,-2.747
0.603,-0.178,0.729,1.465,1.404,-2.136
0.606,-0.170,0.750,0.671,-1.587,-2.014
0.609,-0.167,0.775,0.183,-3.174,-2.075
0.606,-0.179,0.779,-1.221,-1.953,-2.380
0.599,-0.187,0.774,-3.113,0.488,-2.441
0.594,-0.195,0.768,-3.479,2.075,-2.869
0.586,-0.208,0.765,-1.770,1.831,-3.906
0.570,-0.212,0.775,0.305,0.183,-4.883
0.560,-0.209,0.804,2.136,-2.197,-4.517
0.561,-0.203,0.830,3.418,-4.089,-3.845
0.559,-0.189,0.838,4.272,-4.150,-3.418
0.559,-0.184,0.833,4.272,-2.686,-3.601
0.551,-0.183,0.820,3.967,-0.610,-4.028
0.548,-0.179,0.806,3.723,0.671,-4.150
0.550,-0.186,0.804,3.296,1.221,-4.028
0.549,-0.196,0.805,3.235,1.648,-3.723
0.549,-0.194,0.787,3.296,1.892,-2.625
0.555,-0.196,0.759,2.930,1.404,-1.343
0.571,-0.196,0.737,1.892,0.854,-0.122
0.580,-0.190,0.721,1.404,-0.183,0.488
0.582,-0.182,0.718,1.648,-1.099,0.671
0.584,-0.182,0.724,1.282,-1.343,0.549
0.560,-0.806,-2.207,-132.080,-18.799,-4.395
0.542,-0.784,-2.295,-146.118,-32.288,2.625
0.540,-0.709,-2.334,-161.438,-47.485,10.437
0.531,-0.620,-2.368,-177.307,-63.660,18.677
0.548,-0.476,-2.352,-195.312,-76.355,25.024
0.531,-0.312,-2.360,-215.210,-84.778,29.175
0.524,-0.136,-2.336,-237.427,-90.576,29.602
