aX,aY,aZ,gX,gY,gZ
1.449,-1.000,-0.960,-97.168,-183.899,-33.752
1.184,-0.962,-1.068,-84.290,-177.490,-32.227
0.979,-0.906,-1.031,-74.707,-162.720,-35.522
0.848,-0.836,-0.944,-71.167,-142.029,-44.983
0.824,-0.688,-0.864,-70.740,-115.295,-56.458
0.839,-0.504,-0.788,-67.871,-90.271,-64.087
0.837,-0.332,-0.660,-58.472,-74.097,-67.810
0.826,-0.218,-0.524,-45.532,-65.491,-65.735
0.766,-0.135,-0.351,-32.532,-63.538,-58.044
0.707,-0.098,-0.196,-21.973,-66.040,-48.767
0.629,-0.102,-0.061,-17.883,-73.303,-39.246
0.536,-0.124,0.062,-22.400,-80.688,-30.334
0.469,-0.146,0.154,-33.813,-82.397,-23.621
0.448,-0.166,0.136,-47.791,-80.139,-18.372
0.395,-0.166,0.075,-59.937,-79.956,-11.536
0.295,-0.117,0.019,-67.688,-81.787,-3.174
0.194,-0.075,-0.060,-67.322,-80.933,3.540
0.087,-0.034,-0.091,-55.420,-77.332,8.057
0.005,-0.040,-0.064,-35.889,-70.679,9.460
-0.030,-0.061,-0.008,-16.846,-60.730,5.188
-0.023,-0.089,0.052,-2.625,-49.927,0.610
-0.072,-0.062,0.117,6.714,-40.649,-2.258
-0.104,-0.031,0.177,12.573,-34.729,-4.456
-0.116,-0.040,0.219,16.479,-30.884,-6.836
-0.123,-0.045,0.267,18.738,-30.579,-7.935
-0.141,-0.051,0.344,20.264,-31.555,-8.911
-0.135,-0.051,0.388,19.287,-30.518,-10.864
-0.138,-0.036,0.411,16.357,-28.503,-11.536
-0.175,-0.002,0.449,14.709,-27.893,-10.376
-0.211,0.020,0.486,13.977,-24.597,-9.949
-0.208,0.017,0.542,12.573,-17.700,-11.658
-0.192,0.016,0.576,9.949,-8.118,-12.756
-0.185,0.031,0.635,7.324,1.099,-11.902
-0.156,0.048,0.671,5.310,7.812,-10.193
-0.131,0.075,0.721,5.005,11.047,-7.141
-0.114,0.046,0.683,5.127,10.803,-4.089
-0.102,0.061,0.714,7.935,4.089,-0.854
-0.136,0.061,0.744,11.597,-4.761,1.648
-0.162,0.064,0.764,14.282,-10.010,2.808
-0.166,0.059,0.769,17.456,-12.451,3.723
-0.184,0.035,0.819,22.095,-14.526,4.089
-0.202,-0.009,0.870,24.536,-15.137,3.967
-0.213,-0.042,0.902,21.912,-13.611,4.089
-0.217,-0.055,0.909,15.015,-10.315,3.174
-0.209,-0.042,0.896,7.202,-5.920,2.380
-0.200,-0.007,0.870,2.136,-2.319,2.258
-0.195,0.020,0.851,1.343,-2.197,2.441
-0.207,0.027,0.844,3.601,-4.822,2.747
-0.221,0.013,0.857,7.568,-7.690,3.723
-0.244,-0.011,0.878,11.047,-8.362,4.944
-0.258,-0.035,0.893,12.878,-7.812,5.920
-0.273,-0.054,0.917,12.573,-6.592,6.165
-0.276,-0.075,0.952,10.986,-4.700,5.249
-0.279,-0.080,0.974,8.301,-1.526,4.456
-0.271,-0.083,0.988,5.127,1.465,3.357
-0.249,-0.092,0.981,2.014,1.587,2.441
-0.241,-0.083,0.958,-1.099,-0.671,2.136
-0.242,-0.062,0.923,-2.136,-3.418,2.869
-0.246,-0.044,0.888,-1.038,-5.188,3.540
-0.244,-0.024,0.875,1.709,-6.470,2.930
-0.251,-0.016,0.895,6.042,-7.263,2.014
-0.243,-0.040,0.924,10.071,-7.080,1.709
-0.240,-0.060,0.942,11.108,-5.981,2.319
-0.248,-0.064,0.947,9.216,-4.761,3.174
-0.257,-0.072,0.950,7.019,-3.418,3.784
-0.266,-0.076,0.945,4.700,-2.686,3.967
-0.266,-0.076,0.922,1.282,-2.625,3.357
-0.252,-0.066,0.906,-1.587,-3.540,2.502
-0.264,-0.052,0.898,-2.197,-4.761,2.380
-0.263,-0.050,0.894,-2.197,-4.883,3.113
-0.266,-0.055,0.886,-1.892,-4.639,4.028
-0.261,-0.062,0.873,-1.343,-3.967,4.822
-0.267,-0.062,0.868,-0.122,-2.686,5.554
-0.280,-0.064,0.882,2.075,-0.854,5.432
-0.273,-0.065,0.890,3.967,1.160,3.906
-0.259,-0.063,0.904,5.859,2.136,2.258
-0.253,-0.063,0.910,7.568,1.587,1.526
-0.255,-0.069,0.920,8.362,-0.488,1.526
-0.258,-0.079,0.919,7.690,-2.625,1.282
-0.261,-0.082,0.909,6.531,-3.784,1.465
-0.260,-0.084,0.891,5.066,-4.211,1.221
-0.262,-0.069,0.875,2.930,-3.662,1.099
-0.267,-0.059,0.867,2.136,-2.686,0.977
-0.262,-0.058,0.872,2.808,-1.099,0.916
-0.261,-0.064,0.875,3.784,0.916,0.916
-0.263,-0.075,0.888,5.188,2.136,0.977
-0.258,-0.093,0.885,5.676,2.869,0.854
-0.251,-0.090,0.880,5.615,2.991,0.916
-0.252,-0.086,0.876,5.798,2.625,0.305
-0.247,-0.085,0.873,6.653,2.441,-0.305
-0.236,-0.083,0.861,7.263,2.991,-0.183
-0.230,-0.084,0.849,8.301,3.235,0.427
-0.226,-0.092,0.840,10.315,2.014,0.854
-0.226,-0.102,0.830,11.841,0.122,1.709
-0.224,-0.114,0.814,12.451,-1.770,3.113
-0.219,-0.114,0.798,12.085,-2.747,4.517
0.447,-0.987,2.428,-129.028,51.941,-26.123
0.528,-1.074,2.501,-100.769,48.889,-32.104
0.647,-1.193,2.752,-74.219,20.874,-43.152
0.849,-1.328,2.954,-61.646,5.005,-60.913
1.082,-1.399,3.047,-70.923,-3.296,-78.125
1.377,-1.346,2.971,-105.835,-4.150,-93.079
1.727,-1.247,2.760,-151.184,-4.761,-100.220
1.944,-1.096,2.417,-183.411,-14.099,-93.384
2.058,-0.961,2.079,-193.054,-35.461,-75.745
1.866,-0.904,2.124,-177.124,-65.308,-57.556
2.071,-1.184,1.880,-153.564,-82.947,-57.678
2.103,-1.477,1.822,-133.057,-96.802,-62.439
2.058,-1.498,1.417,-129.456,-102.966,-59.143
1.909,-1.498,1.201,-144.592,-107.666,-61.279
1.983,-1.462,1.054,-161.499,-110.535,-72.632
2.081,-1.411,0.805,-178.528,-113.220,-80.078
2.099,-1.319,0.454,-191.528,-123.108,-77.332
2.082,-1.195,0.153,-201.721,-148.499,-66.711
1.988,-1.129,0.018,-203.613,-182.190,-45.044
1.817,-1.102,-0.176,-190.857,-207.092,-18.738
1.604,-1.074,-0.307,-176.636,-220.703,-1.160
1.433,-1.050,-0.434,-161.865,-226.257,7.751
1.197,-1.025,-0.443,-143.127,-225.830,9.766
1.038,-1.004,-0.476,-128.174,-213.684,4.761
0.957,-0.958,-0.531,-120.667,-196.167,-1.526
0.865,-0.854,-0.622,-115.417,-179.749,-6.409
0.790,-0.693,-0.722,-112.427,-168.701,-12.634
0.758,-0.560,-0.820,-108.154,-163.025,-18.005
0.693,-0.418,-0.886,-97.290,-160.339,-20.264
0.562,-0.305,-0.929,-81.055,-160.400,-21.667
0.458,-0.213,-0.856,-64.209,-160.706,-23.132
0.377,-0.165,-0.787,-49.866,-153.687,-24.658
0.297,-0.102,-0.715,-37.964,-141.846,-25.085
0.223,-0.045,-0.587,-31.189,-127.136,-25.635
0.212,-0.015,-0.517,-28.931,-107.239,-27.527
0.188,0.029,-0.453,-28.625,-86.670,-27.283
0.180,0.087,-0.460,-32.349,-67.139,-23.132
0.158,0.111,-0.503,-36.560,-56.519,-16.113
0.089,0.135,-0.534,-36.255,-60.059,-6.409
-0.032,0.129,-0.511,-29.907,-68.054,1.892
-0.101,0.090,-0.441,-20.203,-73.181,3.235
-0.123,0.049,-0.368,-11.719,-72.693,-1.099
-0.154,0.087,-0.328,-7.629,-69.397,-5.066
-0.185,0.108,-0.283,-4.211,-63.232,-7.446
-0.210,0.110,-0.229,-0.305,-52.429,-10.986
-0.245,0.138,-0.208,3.784,-39.368,-14.404
-0.244,0.159,-0.193,8.301,-28.687,-16.296
-0.248,0.162,-0.152,15.381,-22.583,-15.015
-0.281,0.159,-0.084,21.851,-20.447,-11.169
-0.301,0.142,0.022,23.132,-15.991,-7.019
-0.302,0.144,0.125,19.653,-6.592,-4.822
-0.315,0.163,0.227,17.090,2.319,-3.052
-0.286,0.154,0.323,17.639,6.287,-1.404
-0.295,0.146,0.404,18.250,6.409,-0.549
-0.305,0.134,0.450,17.395,4.944,-0.305
-0.323,0.141,0.492,18.616,4.822,0.366
-0.358,0.149,0.486,22.400,7.385,1.282
-0.369,0.140,0.520,27.466,9.338,-0.061
-0.378,0.122,0.606,34.485,11.230,-2.258
-0.370,0.101,0.732,41.321,13.855,-4.639
-0.341,0.069,0.862,43.762,17.822,-7.568
-0.303,0.052,0.942,40.649,22.400,-8.728
-0.277,0.052,0.986,34.058,23.804,-7.996
-0.277,0.073,1.002,27.100,22.278,-5.615
-0.278,0.064,1.035,22.217,19.226,-3.662
-0.251,0.052,1.024,16.968,17.273,-2.747
-0.231,0.064,0.994,12.634,14.709,-0.183
-0.244,0.069,0.986,10.681,9.338,3.235
-0.256,0.057,0.962,11.292,6.714,5.432
-0.275,0.027,0.965,12.939,5.005,7.507
-0.295,0.005,0.964,12.695,6.531,9.949
-0.305,-0.005,0.966,12.512,10.498,10.986
-0.306,-0.015,0.977,14.465,14.221,10.071
-0.292,-0.019,1.003,17.090,15.015,7.202
-0.274,-0.029,1.041,18.799,14.526,2.808
-0.257,-0.023,1.044,19.043,13.428,-0.488
-0.242,-0.021,1.047,17.639,11.841,-1.587
-0.239,-0.012,1.041,15.808,10.986,-0.977
-0.238,-0.026,1.024,13.611,10.193,0.671
-0.249,-0.038,1.005,10.742,8.667,2.991
-0.278,-0.040,0.991,8.179,8.057,4.700
-0.292,-0.061,0.992,7.141,8.850,4.456
-0.300,-0.073,0.989,6.714,10.071,3.784
-0.304,-0.077,0.990,6.226,11.230,2.808
-0.293,-0.072,0.973,5.127,12.939,0.732
-0.273,-0.063,0.961,4.517,13.733,-0.916
-0.270,-0.059,0.971,6.287,12.695,-1.404
-0.269,-0.057,0.983,9.094,11.780,-2.319
-0.251,-0.071,0.997,11.353,11.658,-3.784
-0.239,-0.052,0.974,11.353,12.329,-5.493
-0.233,-0.037,0.965,12.024,10.803,-6.531
-0.225,-0.042,0.978,15.015,8.240,-6.958
-0.216,-0.052,0.980,17.700,6.042,-7.141
-0.214,-0.051,0.994,18.921,4.272,-6.775
-0.213,-0.065,1.000,18.433,4.395,-5.554
-0.213,-0.058,0.982,15.198,6.714,-4.517
-0.217,-0.039,0.994,11.780,7.202,-4.089
-0.209,-0.037,0.998,10.498,6.897,-3.540
-0.194,-0.046,1.000,10.071,5.432,-2.563
-0.188,-0.052,1.007,9.460,2.869,-1.160
-0.213,-0.049,1.010,8.606,1.404,1.099
-0.216,-0.061,1.000,6.165,1.831,2.441
-0.213,-0.071,0.996,2.686,3.113,1.831
-0.211,-0.060,1.003,0.549,3.723,1.099
-0.185,-0.053,0.996,-0.122,4.089,0.488
-0.178,-0.041,0.977,-0.061,3.296,0.061
-0.194,-0.022,0.972,2.258,1.526,-0.427
-0.198,-0.038,0.975,5.371,1.038,-1.526
-0.186,-0.052,0.980,7.080,2.502,-2.869
-0.178,-0.041,0.991,6.348,3.784,-4.028
-0.172,-0.038,0.982,5.676,4.517,-3.906
-0.182,-0.043,0.990,6.714,2.930,-3.235
-0.185,-0.053,0.992,7.507,1.099,-2.930
-0.177,-0.053,0.995,6.470,0.793,-3.174
-0.171,-0.033,0.982,5.737,1.892,-2.991
-0.164,-0.035,0.973,5.920,1.770,-2.319
-0.167,-0.046,0.962,5.859,0.244,-0.793
-0.174,-0.052,0.948,5.310,-1.343,1.282
-0.180,-0.053,0.905,3.784,-2.380,2.808
0.771,-0.918,2.063,-106.201,4.089,-10.437
0.818,-0.896,2.119,-107.727,-14.221,-13.611
0.937,-0.915,2.322,-105.042,-48.645,-15.625
1.068,-0.944,2.354,-112.549,-51.636,-20.874
1.188,-0.904,2.248,-123.474,-51.147,-21.667
1.308,-0.896,2.161,-135.559,-51.270,-23.254
1.453,-0.843,1.982,-146.179,-56.519,-25.330
1.569,-0.764,1.788,-151.550,-72.144,-23.254
1.661,-0.752,1.677,-151.672,-93.506,-19.043
1.694,-0.763,1.539,-148.499,-119.446,-12.512
1.691,-0.765,1.455,-150.146,-145.752,-5.188
1.662,-0.829,1.343,-153.076,-167.114,1.221
1.633,-0.873,1.165,-153.625,-179.687,7.080
1.599,-0.880,0.928,-151.672,-189.270,10.681
1.524,-0.881,0.699,-148.926,-198.120,11.719
1.458,-0.889,0.449,-143.921,-204.834,10.803
1.334,-0.888,0.223,-136.597,-208.801,10.803
1.173,-0.812,-0.008,-127.930,-209.473,14.282
1.010,-0.794,-0.193,-117.493,-206.055,16.663
0.860,-0.752,-0.382,-105.774,-201.416,15.991
0.683,-0.694,-0.476,-89.539,-195.496,12.329
0.553,-0.652,-0.506,-71.594,-186.707,4.395
0.473,-0.589,-0.524,-55.420,-176.819,-5.737
0.390,-0.530,-0.489,-38.940,-168.213,-15.625
0.313,-0.482,-0.413,-25.452,-156.006,-24.963
0.289,-0.421,-0.331,-17.273,-140.625,-34.302
0.297,-0.335,-0.278,-15.381,-126.587,-40.588
0.295,-0.227,-0.254,-15.503,-115.906,-42.053
0.318,-0.155,-0.252,-12.390,-108.398,-40.588
0.302,-0.130,-0.208,-6.104,-106.934,-37.231
0.266,-0.117,-0.158,-2.808,-106.689,-32.349
0.238,-0.108,-0.147,-3.479,-103.149,-28.931
0.194,-0.046,-0.180,-7.202,-97.290,-26.367
0.135,0.018,-0.221,-9.033,-91.125,-23.621
0.062,0.062,-0.217,-5.432,-85.327,-21.606
0.009,0.092,-0.203,1.587,-78.552,-21.362
-0.029,0.087,-0.162,10.132,-71.960,-22.034
-0.077,0.060,-0.058,18.799,-66.711,-22.949
-0.102,0.026,0.049,23.804,-60.486,-24.780
-0.088,0.014,0.097,23.071,-53.528,-26.489
-0.097,0.023,0.126,18.127,-50.049,-26.062
-0.128,0.076,0.114,11.841,-46.570,-23.865
-0.141,0.144,0.071,6.958,-40.771,-20.874
-0.151,0.184,0.084,5.188,-35.645,-18.677
-0.164,0.209,0.112,7.324,-30.640,-15.503
-0.189,0.223,0.168,12.695,-26.245,-10.986
-0.217,0.196,0.262,20.264,-24.048,-7.385
-0.251,0.157,0.367,25.269,-20.691,-6.836
-0.280,0.125,0.468,26.917,-15.930,-6.897
-0.298,0.115,0.540,26.428,-9.766,-7.324
-0.291,0.110,0.609,24.170,-3.174,-8.423
-0.275,0.117,0.635,21.484,1.099,-8.667
-0.266,0.118,0.644,19.470,1.953,-7.019
-0.287,0.125,0.666,18.555,0.854,-4.700
-0.294,0.133,0.675,17.944,1.526,-3.357
-0.286,0.135,0.677,17.883,3.357,-2.686
-0.293,0.134,0.693,19.348,5.371,-1.099
-0.312,0.105,0.736,22.644,7.202,0.000
-0.326,0.075,0.791,24.719,9.338,-0.549
-0.316,0.060,0.814,23.437,12.451,-0.916
-0.316,0.042,0.854,21.301,13.550,-0.732
-0.322,0.040,0.889,18.738,14.038,-0.305
-0.337,0.036,0.914,15.503,14.893,-0.366
-0.300,0.040,0.918,13.184,14.954,0.183
-0.279,0.035,0.946,11.902,11.047,1.953
-0.281,0.040,0.957,8.911,7.690,3.967
-0.290,0.051,0.941,6.470,5.554,7.019
-0.306,0.048,0.941,6.409,3.235,9.583
-0.321,0.031,0.956,7.751,1.343,10.681
-0.333,0.023,0.970,9.216,0.977,10.925
-0.332,0.007,0.993,10.193,1.282,10.437
-0.333,-0.002,1.015,9.583,1.526,9.888
-0.340,-0.005,1.014,7.996,2.014,10.132
-0.336,-0.008,0.990,7.202,1.343,10.559
-0.351,-0.011,0.975,8.362,-1.953,11.414
-0.377,-0.031,0.981,10.620,-5.249,11.780
-0.383,-0.050,0.972,11.475,-5.676,10.925
-0.382,-0.057,0.943,10.437,-4.333,10.132
-0.387,-0.057,0.929,10.071,-3.540,9.521
-0.389,-0.069,0.934,10.864,-3.357,8.850
-0.391,-0.081,0.928,11.292,-2.625,8.301
-0.399,-0.091,0.933,10.925,-1.892,7.935
-0.404,-0.097,0.932,9.460,-0.427,6.836
-0.392,-0.091,0.924,7.568,1.343,5.981
-0.384,-0.082,0.928,6.897,1.953,4.761
-0.369,-0.078,0.941,7.263,2.014,3.845
-0.354,-0.082,0.934,7.751,1.953,3.784
-0.358,-0.072,0.948,7.874,0.732,4.089
-0.352,-0.070,0.942,8.179,-0.427,3.662
-0.350,-0.068,0.949,9.827,-1.587,3.784
-0.359,-0.078,0.966,12.268,-3.662,4.150
-0.360,-0.096,0.987,12.939,-5.249,4.578
-0.363,-0.101,1.000,9.766,-5.005,5.066
-0.359,-0.093,0.967,4.395,-2.930,5.432
-0.354,-0.075,0.940,0.488,-2.197,5.005
-0.352,-0.067,0.909,0.122,-2.502,4.944
-0.361,-0.070,0.906,2.136,-4.028,5.554
-0.364,-0.087,0.903,4.150,-5.920,5.615
-0.370,-0.097,0.901,4.761,-6.592,5.188
-0.375,-0.092,0.887,3.479,-4.578,4.517
-0.373,-0.075,0.874,2.502,-1.526,3.540
-0.365,-0.069,0.870,3.784,-0.366,2.502
-0.364,-0.081,0.891,6.714,-0.854,2.136
-0.376,-0.092,0.923,8.667,-1.404,1.831
-0.381,-0.107,0.957,7.935,-0.732,0.916
-0.369,-0.113,0.919,4.211,2.014,0.061
-0.359,-0.080,0.917,2.258,2.441,-0.183
-0.358,-0.071,0.911,3.357,0.427,0.122
-0.367,-0.088,0.919,4.700,-1.221,-0.244
-0.363,-0.067,0.917,4.089,-0.854,0.122
-0.358,-0.067,0.911,3.784,-0.427,-0.488
-0.352,-0.065,0.907,2.991,-0.549,-1.648
-0.348,-0.051,0.898,2.380,-0.671,-2.014
-0.346,-0.045,0.884,3.113,-0.916,-1.587
-0.341,-0.050,0.881,4.761,-1.404,-0.854
-0.343,-0.045,0.875,5.432,-2.136,-0.305
-0.357,-0.047,0.888,6.104,-2.502,0.122
-0.351,-0.068,0.882,6.897,-1.587,0.244
-0.352,-0.069,0.883,6.287,-0.244,-0.793
0.887,-0.789,1.954,-68.481,21.790,-55.237
1.027,-0.715,1.929,-78.674,7.507,-60.669
1.120,-0.624,1.871,-85.693,-7.690,-58.655
1.196,-0.603,1.834,-85.449,-25.940,-50.781
1.231,-0.669,1.864,-80.383,-46.509,-42.847
1.280,-0.735,1.928,-75.867,-62.256,-36.194
1.354,-0.831,1.972,-73.364,-71.960,-35.400
1.451,-0.895,2.023,-75.500,-82.336,-39.673
1.570,-0.935,2.057,-81.055,-99.304,-43.701
1.685,-0.971,2.093,-84.412,-125.488,-44.800
1.785,-1.028,2.150,-88.562,-156.067,-43.396
1.934,-1.127,2.118,-102.478,-176.392,-41.992
1.896,-1.150,2.078,-124.573,-185.974,-41.077
2.046,-1.176,1.739,-149.292,-196.838,-40.833
2.060,-1.152,1.561,-168.091,-207.214,-41.016
2.049,-1.049,1.262,-179.565,-209.412,-40.466
2.053,-1.006,1.079,-182.068,-213.379,-38.452
2.003,-0.958,0.816,-176.758,-215.454,-33.508
1.923,-0.964,0.704,-170.898,-224.182,-28.687
1.859,-0.974,0.601,-167.603,-232.117,-22.034
1.766,-0.979,0.450,-164.307,-239.380,-12.451
1.651,-0.976,0.325,-159.790,-246.338,-5.432
1.580,-0.992,0.174,-155.457,-254.456,-3.113
1.476,-0.960,-0.030,-150.024,-257.568,-0.610
1.357,-0.885,-0.225,-142.761,-255.066,0.366
1.243,-0.824,-0.415,-132.751,-250.488,-0.671
1.018,-0.707,-0.578,-123.474,-243.896,0.610
0.874,-0.645,-0.674,-110.168,-230.957,-0.610
0.756,-0.605,-0.743,-93.750,-214.172,-5.371
0.620,-0.531,-0.747,-77.515,-198.181,-8.728
0.496,-0.479,-0.687,-60.303,-182.922,-10.925
0.411,-0.435,-0.623,-45.166,-167.542,-15.076
0.308,-0.383,-0.521,-34.241,-152.954,-19.775
0.228,-0.326,-0.429,-28.809,-137.512,-24.109
0.222,-0.254,-0.379,-25.513,-121.338,-27.344
0.201,-0.180,-0.309,-20.020,-111.084,-29.907
0.162,-0.103,-0.254,-15.381,-106.140,-31.128
0.157,-0.068,-0.199,-12.085,-101.563,-30.334
0.149,-0.060,-0.164,-9.521,-95.459,-27.832
0.128,-0.021,-0.129,-10.254,-87.463,-24.353
0.106,0.019,-0.124,-13.611,-81.299,-20.874
0.090,0.067,-0.147,-16.846,-78.125,-16.541
0.066,0.100,-0.150,-16.724,-77.637,-11.963
0.020,0.120,-0.138,-13.977,-78.430,-7.507
-0.036,0.129,-0.100,-10.071,-78.308,-4.150
-0.088,0.126,-0.061,-6.470,-75.012,-1.770
-0.128,0.117,-0.036,-3.723,-68.237,-0.610
-0.177,0.108,0.000,-1.648,-60.730,0.732
-0.229,0.095,0.052,0.732,-51.331,1.892
-0.263,0.097,0.088,3.174,-39.978,2.441
-0.284,0.093,0.143,6.104,-30.762,2.380
-0.295,0.087,0.214,8.972,-23.987,2.136
-0.300,0.090,0.291,9.583,-18.250,1.831
-0.303,0.118,0.330,7.690,-12.695,2.319
-0.305,0.119,0.387,5.493,-9.583,2.441
-0.298,0.131,0.402,3.601,-7.263,2.991
-0.300,0.149,0.419,4.578,-5.798,4.578
-0.326,0.150,0.457,8.362,-5.371,6.592
-0.350,0.153,0.480,13.062,-3.540,8.179
-0.359,0.134,0.520,17.883,-1.343,8.667
-0.376,0.107,0.576,21.667,0.610,8.179
-0.393,0.094,0.603,22.949,3.174,7.874
-0.406,0.073,0.634,23.071,4.700,7.690
-0.412,0.063,0.664,22.461,5.432,6.775
-0.405,0.054,0.683,21.667,6.042,5.127
-0.440,0.054,0.716,21.423,7.019,3.662
-0.433,0.047,0.748,21.301,7.996,1.831
-0.418,0.039,0.784,20.081,9.277,-0.122
-0.401,0.041,0.810,18.738,9.827,-1.160
-0.392,0.039,0.844,17.822,9.033,-1.038
-0.389,0.039,0.869,16.663,8.606,-0.366
-0.384,0.042,0.878,15.259,9.216,0.549
-0.382,0.037,0.894,14.587,9.338,1.343
-0.385,0.042,0.914,14.465,9.644,2.014
-0.383,0.040,0.929,14.526,10.315,2.625
-0.375,0.031,0.949,14.832,11.169,2.502
-0.360,0.024,0.952,13.916,12.573,2.502
-0.347,0.028,0.955,13.245,13.550,3.052
-0.342,0.030,0.956,14.038,13.245,3.967
-0.341,0.026,0.978,15.625,11.536,5.310
-0.346,0.013,0.988,17.578,10.010,6.958
-0.346,-0.014,1.004,18.738,8.057,8.057
-0.357,-0.019,1.021,17.212,7.385,9.094
-0.354,-0.025,1.000,14.404,8.606,10.498
-0.355,-0.015,0.973,10.742,9.583,11.292
-0.362,-0.009,0.961,8.057,9.705,11.108
-0.370,-0.010,0.944,7.568,9.583,11.902
-0.359,-0.030,0.947,7.935,9.949,12.451
-0.357,-0.059,0.941,8.850,9.583,12.573
-0.370,-0.058,0.935,8.606,7.935,12.207
-0.386,-0.058,0.929,8.728,5.737,11.230
-0.394,-0.063,0.920,9.033,4.150,10.132
-0.391,-0.057,0.895,9.155,3.906,9.338
-0.387,-0.055,0.876,9.766,3.845,8.911
-0.393,-0.054,0.862,11.902,3.357,8.240
-0.398,-0.064,0.864,14.526,3.052,7.629
-0.405,-0.088,0.899,17.273,3.540,6.470
-0.398,-0.099,0.916,16.724,6.592,4.639
-0.384,-0.102,0.903,14.160,10.132,3.296
-0.379,-0.107,0.895,12.207,11.658,1.831
-0.375,-0.092,0.901,11.475,11.719,0.732
-0.373,-0.082,0.886,11.108,9.766,-0.610
-0.371,-0.069,0.883,12.817,6.104,-0.977
-0.368,-0.076,0.894,15.503,2.930,-1.282
-0.359,-0.083,0.898,17.761,1.648,-1.343
-0.359,-0.092,0.908,20.081,0.916,-0.916
-0.357,-0.111,0.939,21.606,0.793,-0.977
-0.354,-0.117,0.958,20.447,2.502,-1.160
-0.357,-0.100,0.969,16.418,4.822,-0.732
-0.347,-0.095,0.948,12.268,6.775,0.488
-0.354,-0.091,0.941,10.071,6.958,1.709
-0.350,-0.090,0.924,9.766,6.653,2.869
-0.352,-0.096,0.929,10.559,6.531,3.540
-0.354,-0.102,0.942,11.108,5.920,3.113
-0.351,-0.115,0.959,11.353,6.104,2.319
-0.351,-0.119,0.968,10.742,6.226,1.953
-0.349,-0.116,0.973,9.460,5.859,1.770
-0.335,-0.112,0.963,8.362,4.944,1.648
-0.333,-0.108,0.956,7.812,3.174,1.953
0.439,-0.841,2.649,-55.664,-11.719,-54.749
0.698,-0.929,2.728,-60.059,-6.042,-62.378
0.991,-1.007,2.710,-69.031,-10.498,-69.153
1.254,-1.084,2.776,-80.261,-41.077,-74.585
1.444,-1.117,2.801,-100.464,-76.599,-76.050
1.601,-1.123,2.710,-126.404,-95.398,-74.890
1.748,-1.177,2.473,-152.649,-99.670,-73.853
1.870,-1.199,2.175,-173.462,-114.624,-68.726
1.921,-1.169,1.886,-187.195,-136.353,-62.500
1.998,-1.195,1.546,-192.688,-152.405,-52.612
1.986,-1.240,1.090,-189.819,-164.307,-40.527
1.883,-1.269,0.736,-179.565,-176.453,-25.391
1.720,-1.244,0.137,-164.185,-182.312,-12.573
1.521,-1.264,-0.119,-149.170,-195.374,-11.353
1.358,-1.185,-0.509,-132.996,-202.698,-16.235
1.207,-1.081,-0.627,-112.732,-204.041,-24.658
1.021,-0.933,-0.717,-94.604,-194.885,-30.273
0.914,-0.831,-0.733,-75.195,-177.124,-32.104
0.771,-0.733,-0.696,-56.946,-158.752,-29.358
0.632,-0.645,-0.591,-44.189,-143.799,-25.452
0.577,-0.584,-0.437,-36.438,-130.005,-25.574
0.535,-0.486,-0.340,-32.043,-118.347,-27.832
0.520,-0.372,-0.243,-30.579,-109.741,-28.870
0.540,-0.281,-0.163,-29.053,-103.088,-29.846
0.552,-0.188,-0.132,-27.710,-100.891,-30.762
0.521,-0.082,-0.121,-27.100,-102.966,-28.564
0.492,-0.020,-0.105,-21.606,-105.164,-23.315
0.448,-0.002,-0.103,-10.925,-104.187,-17.090
0.345,-0.005,-0.047,1.038,-100.830,-11.902
0.244,-0.037,0.023,12.573,-94.604,-8.728
0.184,-0.072,0.096,20.325,-87.524,-7.263
0.125,-0.121,0.140,22.034,-80.933,-6.775
0.079,-0.135,0.203,19.409,-73.669,-5.798
0.049,-0.146,0.233,12.390,-65.247,-4.944
0.039,-0.110,0.229,2.380,-58.655,-4.150
0.013,-0.048,0.200,-6.042,-55.786,-3.357
-0.011,0.002,0.175,-9.094,-53.833,-2.319
-0.046,0.045,0.167,-9.338,-51.453,-1.160
-0.093,0.067,0.198,-7.507,-51.392,-1.648
-0.130,0.054,0.239,-2.441,-51.331,-2.380
-0.161,0.026,0.284,3.845,-49.622,-1.465
-0.205,0.040,0.319,6.836,-45.898,0.244
-0.229,0.039,0.354,8.972,-40.649,0.610
-0.266,0.023,0.439,15.747,-25.940,1.404
-0.270,0.014,0.500,16.479,-21.362,0.000
-0.262,0.018,0.551,0.122,-18.555,-1.404
-0.261,0.049,0.605,10.986,-19.165,0.427
-0.267,0.049,0.627,9.460,-20.203,2.075
-0.262,0.039,0.624,7.141,-21.057,3.784
-0.292,0.059,0.619,5.066,-21.729,5.615
-0.311,0.066,0.615,4.578,-20.813,6.653
-0.325,0.058,0.622,5.798,-18.372,6.775
-0.339,0.050,0.630,7.690,-15.686,6.531
-0.367,0.028,0.647,9.949,-13.428,6.104
-0.395,0.003,0.698,11.536,-10.193,4.517
-0.395,-0.012,0.734,11.353,-5.249,1.953
-0.388,-0.006,0.760,8.728,-0.732,0.366
-0.386,0.004,0.770,5.920,2.319,-0.183
-0.385,0.020,0.777,4.333,5.005,0.000
-0.366,0.028,0.782,3.479,6.836,-0.427
-0.348,0.032,0.777,3.052,8.484,0.061
-0.334,0.046,0.770,3.723,8.728,1.770
