aX,aY,aZ,gX,gY,gZ
-1.157,0.688,2.317,78.247,103.821,-113.892
-1.268,0.533,2.255,74.280,118.408,-118.652
-1.374,0.351,2.173,82.703,131.470,-123.779
-1.471,0.121,2.095,102.478,142.822,-127.686
-1.591,-0.083,2.017,130.188,155.701,-128.784
-1.677,-0.269,1.841,160.095,171.997,-125.732
-1.753,-0.455,1.590,184.998,188.599,-117.310
-1.762,-0.626,1.372,191.833,206.787,-102.539
-1.753,-0.732,1.199,173.462,219.849,-82.520
-1.709,-0.780,1.027,140.137,220.459,-62.073
-1.644,-0.778,0.961,106.262,212.646,-47.546
-1.591,-0.726,0.965,86.487,202.698,-38.513
-1.540,-0.699,0.927,86.121,193.604,-33.203
-1.483,-0.759,0.799,96.130,189.819,-29.846
-1.446,-0.815,0.644,106.201,188.965,-24.475
-1.411,-0.843,0.427,113.892,186.951,-15.625
-1.358,-0.886,0.204,120.850,185.974,-7.324
-1.322,-0.950,-0.081,129.089,186.890,-0.610
-1.250,-0.967,-0.312,135.803,189.392,9.399
-1.122,-0.952,-0.509,131.714,187.012,20.996
-0.996,-0.911,-0.626,111.938,172.119,33.447
-0.918,-0.794,-0.633,80.322,148.987,46.082
-0.880,-0.556,-0.503,46.265,123.657,55.542
-0.806,-0.294,-0.344,17.151,100.525,58.350
-0.703,-0.164,-0.154,-2.686,81.848,54.321
-0.598,-0.152,0.050,-22.461,67.688,46.631
-0.543,-0.144,0.264,-45.593,57.556,40.466
-0.497,-0.134,0.408,-64.758,55.908,34.851
-0.458,-0.104,0.469,-69.763,64.453,28.687
-0.430,-0.120,0.447,-58.655,81.055,21.912
-0.397,-0.193,0.358,-38.147,99.121,17.029
-0.362,-0.237,0.284,-18.860,110.596,15.259
-0.324,-0.237,0.242,-4.089,113.831,17.273
-0.298,-0.236,0.204,5.066,114.929,20.630
-0.311,-0.223,0.148,8.789,118.042,24.048
-0.351,-0.144,0.097,6.592,119.019,28.320
-0.359,-0.053,0.092,3.113,111.877,31.738
-0.311,-0.039,0.108,0.549,99.304,30.701
-0.241,-0.045,0.163,-3.967,85.571,27.466
-0.180,-0.038,0.258,-11.292,75.012,24.780
-0.113,-0.035,0.330,-14.526,69.458,22.705
-0.064,-0.054,0.355,-11.780,67.566,18.616
-0.037,-0.077,0.365,-5.188,67.871,13.245
-0.008,-0.108,0.372,1.587,69.824,8.484
0.002,-0.147,0.358,10.620,72.754,5.676
0.015,-0.169,0.312,18.982,75.195,5.188
0.034,-0.190,0.255,24.048,75.928,5.859
0.043,-0.217,0.207,23.743,74.585,6.653
0.044,-0.208,0.191,19.775,68.115,9.155
0.062,-0.192,0.176,13.611,57.373,10.803
0.120,-0.178,0.191,6.348,45.471,10.071
0.159,-0.159,0.279,-0.122,31.189,10.681
0.208,-0.142,0.414,-4.089,18.188,11.475
0.232,-0.161,0.514,-2.319,11.536,9.399
0.244,-0.183,0.584,2.808,10.498,6.226
0.236,-0.212,0.635,7.996,11.536,3.113
0.241,-0.271,0.673,12.756,11.597,1.221
0.242,-0.295,0.711,13.794,10.376,1.160
0.212,-0.314,0.719,9.521,9.949,1.953
0.192,-0.332,0.727,2.014,11.475,2.075
0.201,-0.357,0.712,-3.357,12.695,2.869
0.195,-0.379,0.694,-5.859,11.047,4.517
0.207,-0.366,0.704,-6.409,7.080,7.019
0.216,-0.350,0.726,-3.784,3.052,9.277
0.230,-0.310,0.749,-0.305,0.305,11.169
0.248,-0.275,0.777,1.099,-1.831,11.841
0.261,-0.265,0.800,1.526,-2.441,11.230
0.264,-0.260,0.820,-0.122,-2.197,9.277
0.250,-0.256,0.828,-2.258,-1.160,7.812
0.243,-0.257,0.824,-3.235,0.610,6.287
0.235,-0.267,0.825,-3.296,1.648,4.272
0.230,-0.277,0.840,-3.967,1.465,2.319
0.235,-0.298,0.867,-3.601,0.488,1.160
0.243,-0.313,0.899,-2.563,-0.061,0.427
0.239,-0.337,0.904,0.000,1.282,0.427
0.221,-0.342,0.890,2.136,3.479,0.610
0.214,-0.358,0.870,3.296,4.761,1.160
0.208,-0.351,0.843,4.333,4.700,2.197
0.200,-0.329,0.820,3.784,2.502,4.333
0.206,-0.320,0.815,-0.061,-1.160,5.676
0.217,-0.321,0.829,-7.019,-5.188,6.165
0.222,-0.328,0.862,-16.113,-8.728,6.714
0.225,-0.340,0.913,-24.475,-11.780,8.484
0.219,-0.335,0.959,-29.236,-13.367,10.498
0.213,-0.314,0.994,-28.870,-13.184,12.695
0.220,-0.284,1.012,-24.902,-10.925,13.245
0.228,-0.251,1.023,-17.090,-7.324,12.085
0.233,-0.222,1.001,-6.592,-2.380,9.888
0.247,-0.213,0.941,4.395,3.113,6.470
0.243,-0.216,0.873,14.038,7.019,2.808
0.233,-0.222,0.819,18.921,7.568,1.099
0.224,-0.232,0.791,16.846,4.944,0.244
0.211,-0.240,0.799,9.033,0.549,0.488
0.206,-0.246,0.846,-1.892,-4.333,1.526
0.214,-0.246,0.915,-11.719,-8.606,2.258
0.229,-0.244,0.968,-15.808,-10.193,1.648
0.238,-0.246,0.982,-13.000,-8.484,0.793
0.245,-0.261,0.975,-7.935,-5.249,-0.427
0.242,-0.277,0.956,-2.991,-2.258,-1.160
0.227,-0.281,0.927,0.793,0.793,-1.587
0.220,-0.267,0.895,4.150,3.113,-1.526
0.214,-0.264,0.879,7.324,3.540,-1.587
0.212,-0.269,0.868,8.911,2.441,-1.221
0.211,-0.274,0.859,7.080,1.587,-1.160
0.207,-0.276,0.854,3.357,0.427,-0.549
0.205,-0.274,0.864,0.122,-1.343,0.244
-0.534,0.413,1.661,28.503,47.363,-7.751
-0.540,0.418,1.714,28.442,43.640,-10.620
-0.543,0.409,1.761,26.855,41.748,-14.954
-0.556,0.355,1.790,26.489,44.739,-22.522
-0.584,0.268,1.819,30.823,50.659,-32.898
-0.596,0.197,1.871,43.701,58.044,-43.091
-0.593,0.141,1.912,62.073,64.514,-51.636
-0.587,0.080,1.939,78.613,73.486,-60.547
-0.621,0.050,1.939,88.318,85.327,-70.068
-0.675,-0.001,1.904,91.492,95.093,-80.383
-0.694,-0.152,1.882,87.830,100.037,-91.431
-0.714,-0.322,1.909,73.792,101.074,-96.191
-0.752,-0.406,1.923,50.415,102.173,-93.445
-0.814,-0.485,1.954,26.428,104.919,-91.003
-0.829,-0.563,1.955,7.935,110.474,-92.407
-0.881,-0.660,1.950,2.197,119.446,-96.313
-0.946,-0.805,1.903,12.939,132.446,-101.501
-1.001,-0.937,1.817,40.283,147.400,-102.539
-1.019,-1.002,1.738,80.383,161.682,-95.459
-1.033,-1.064,1.599,122.192,177.795,-77.759
-1.023,-1.132,1.436,145.935,198.669,-53.040
-1.036,-1.114,1.299,142.212,216.797,-30.212
-1.070,-1.051,1.156,120.911,225.342,-12.329
-1.053,-1.012,1.026,81.848,221.069,-0.183
-1.023,-1.015,0.946,29.907,208.801,8.850
-0.998,-1.015,0.924,-24.414,195.374,13.245
-0.941,-1.015,0.947,-67.139,183.105,12.207
-0.885,-1.019,0.940,-82.336,174.438,7.202
-0.869,-1.001,0.923,-73.242,171.753,0.122
-0.867,-0.977,0.858,-52.551,177.917,-4.822
-0.881,-0.953,0.748,-31.433,190.979,-7.935
-0.856,-0.915,0.600,-15.503,202.332,-9.644
-0.816,-0.845,0.456,-7.385,208.313,-10.620
-0.786,-0.757,0.306,-4.700,212.891,-10.925
-0.771,-0.689,0.140,-8.606,220.703,-12.817
-0.795,-0.676,-0.023,-16.235,228.638,-15.991
-0.842,-0.747,-0.223,-29.297,231.201,-18.921
-0.861,-0.824,-0.347,-44.312,219.299,-18.066
-0.849,-0.823,-0.321,-55.725,183.838,-9.338
-0.773,-0.817,-0.205,-65.308,136.719,6.409
-0.659,-0.637,-0.090,-79.895,93.445,24.475
-0.545,-0.544,0.156,-92.529,54.260,34.119
-0.453,-0.435,0.437,-99.731,27.954,34.851
-0.380,-0.334,0.661,-100.159,22.400,29.602
-0.313,-0.301,0.754,-90.942,38.879,18.066
-0.298,-0.296,0.771,-69.519,68.909,4.822
-0.287,-0.322,0.669,-40.405,101.868,-5.310
-0.284,-0.363,0.512,-9.949,126.404,-9.521
-0.296,-0.370,0.393,10.010,136.414,-7.080
-0.244,-0.318,0.300,15.076,136.047,-0.488
-0.183,-0.270,0.225,10.986,131.714,7.874
-0.149,-0.188,0.166,2.319,126.343,17.456
-0.125,-0.118,0.096,-9.766,120.605,24.719
-0.093,-0.077,0.026,-23.010,115.540,26.733
-0.057,-0.054,-0.049,-33.569,108.643,25.146
-0.014,-0.050,-0.102,-39.246,96.558,21.606
0.017,-0.071,-0.108,-40.771,80.872,18.127
0.048,-0.106,-0.081,-39.001,65.247,15.442
0.088,-0.132,-0.037,-35.156,52.124,13.000
0.132,-0.167,0.016,-28.503,41.870,11.292
0.177,-0.199,0.062,-19.165,35.217,10.620
0.225,-0.214,0.101,-8.606,30.457,11.597
0.280,-0.237,0.155,3.052,25.940,13.245
0.318,-0.242,0.211,15.869,22.949,16.357
0.323,-0.252,0.245,25.513,22.766,20.203
0.334,-0.268,0.280,29.297,22.888,23.682
0.341,-0.235,0.334,28.198,21.545,26.428
0.332,-0.165,0.417,26.123,18.677,27.527
0.335,-0.115,0.458,25.330,16.724,24.780
0.359,-0.105,0.472,24.597,15.930,18.372
0.385,-0.134,0.468,21.545,14.465,10.193
0.409,-0.195,0.471,16.785,12.024,3.296
0.429,-0.251,0.451,10.620,8.911,0.183
0.438,-0.296,0.459,2.380,5.493,0.854
0.429,-0.325,0.456,-8.789,2.258,3.967
0.430,-0.324,0.476,-19.287,-2.502,8.972
0.441,-0.309,0.518,-27.893,-9.094,13.611
0.449,-0.280,0.597,-33.142,-15.991,17.761
0.468,-0.254,0.672,-33.325,-20.752,20.264
0.482,-0.223,0.744,-28.076,-21.362,20.386
0.494,-0.192,0.797,-18.127,-17.883,18.616
0.500,-0.164,0.844,-4.578,-13.184,15.442
0.510,-0.149,0.867,8.240,-8.179,10.498
0.521,-0.148,0.856,19.531,-1.831,5.371
0.514,-0.165,0.830,26.001,4.700,0.610
0.500,-0.203,0.782,26.855,9.644,-3.357
0.477,-0.253,0.721,21.973,12.878,-6.042
0.446,-0.298,0.679,13.428,12.512,-5.249
0.427,-0.324,0.660,1.953,7.507,-2.502
0.428,-0.332,0.673,-9.827,-0.427,1.526
0.435,-0.315,0.728,-20.081,-8.728,5.188
0.453,-0.307,0.776,-26.001,-14.587,7.629
0.472,-0.307,0.811,-28.870,-16.785,8.789
0.470,-0.289,0.851,-28.748,-15.930,9.460
0.466,-0.262,0.874,-26.062,-13.306,8.423
0.463,-0.254,0.881,-19.714,-9.338,6.104
0.459,-0.264,0.875,-11.292,-5.432,3.418
0.455,-0.281,0.871,-3.113,-2.563,1.404
0.453,-0.280,0.859,2.441,-0.366,0.610
0.452,-0.270,0.835,7.080,1.404,1.709
0.447,-0.261,0.813,8.850,1.648,3.235
0.447,-0.247,0.814,6.592,-0.366,5.066
0.448,-0.228,0.824,2.441,-2.930,6.653
0.449,-0.219,0.828,-1.831,-4.639,7.507
0.457,-0.223,0.825,-5.676,-6.165,6.592
0.461,-0.235,0.836,-7.202,-7.568,5.737
0.465,-0.250,0.847,-6.042,-7.507,4.639
0.471,-0.247,0.851,-2.930,-5.981,4.272
0.469,-0.234,0.848,0.854,-4.456,4.211
0.466,-0.219,0.841,3.601,-3.601,4.272
0.465,-0.209,0.840,3.662,-3.906,3.540
0.469,-0.198,0.851,1.953,-5.798,3.601
0.470,-0.195,0.865,-1.282,-7.629,3.235
0.466,-0.201,0.877,-5.249,-8.545,2.808
0.459,-0.204,0.884,-8.606,-8.728,2.869
0.461,-0.204,0.895,-11.047,-8.911,2.258
0.464,-0.209,0.899,-12.085,-8.423,1.099
0.471,-0.225,0.898,-11.719,-7.568,0.977
0.478,-0.232,0.911,-12.695,-7.080,1.343
-0.759,0.393,1.797,19.470,46.326,-1.648
-0.784,0.516,1.874,34.607,54.077,-6.104
-0.844,0.599,1.953,47.729,62.744,-12.817
-0.874,0.647,1.976,58.655,71.594,-20.996
-0.906,0.671,1.997,65.247,80.750,-33.020
-0.868,0.645,2.014,70.801,91.797,-45.654
-0.866,0.638,2.039,75.745,103.149,-56.824
-0.868,0.620,2.038,79.529,115.417,-67.017
-0.843,0.563,2.017,75.745,127.319,-76.416
-0.820,0.423,1.974,58.350,135.620,-84.167
-0.794,0.257,1.958,25.452,140.747,-89.355
-0.804,0.146,2.017,-14.526,143.066,-89.539
-0.824,0.089,2.108,-47.974,143.066,-87.891
-0.846,0.017,2.242,-64.575,145.264,-89.783
-0.898,-0.036,2.429,-64.880,152.222,-96.741
-0.988,-0.137,2.546,-50.415,162.170,-106.384
-1.144,-0.245,2.703,-26.611,174.866,-117.554
-1.262,-0.392,2.734,3.662,197.388,-131.775
-1.389,-0.620,2.641,42.725,228.088,-147.888
-1.546,-0.924,2.408,85.815,261.230,-161.011
-1.665,-1.248,2.082,124.695,293.091,-167.114
-1.807,-1.578,1.656,156.433,322.815,-161.438
-1.785,-1.900,1.192,178.406,354.004,-144.409
-1.755,-2.134,0.761,192.932,369.629,-120.605
-1.655,-2.240,0.377,193.848,361.145,-90.210
-1.541,-2.214,0.132,179.321,330.688,-54.260
-1.442,-2.057,0.014,148.193,286.865,-17.578
-1.357,-1.849,-0.034,107.971,241.577,12.634
-1.270,-1.659,-0.034,68.909,203.552,33.691
-1.192,-1.534,0.003,37.231,174.072,47.058
-1.106,-1.447,0.019,15.869,153.320,54.626
-1.037,-1.361,0.005,7.751,143.188,58.716
-0.970,-1.274,-0.036,13.184,144.226,62.195
-0.916,-1.178,-0.154,26.855,147.766,67.688
-0.871,-1.048,-0.291,40.100,147.583,72.937
-0.814,-0.882,-0.423,48.096,143.250,75.867
-0.734,-0.672,-0.539,49.622,134.155,77.209
-0.669,-0.459,-0.606,44.250,119.263,77.576
-0.592,-0.295,-0.633,27.710,97.900,77.209
-0.504,-0.209,-0.597,-2.380,73.364,74.829
-0.451,-0.173,-0.507,-41.321,50.964,70.557
-0.376,-0.162,-0.404,-79.895,34.729,65.186
-0.303,-0.165,-0.292,-108.459,24.414,59.692
-0.233,-0.169,-0.181,-124.817,18.188,54.993
-0.184,-0.170,-0.084,-128.418,15.503,51.270
-0.147,-0.172,0.018,-122.070,15.015,48.828
-0.112,-0.160,0.131,-111.877,14.404,47.729
-0.069,-0.131,0.219,-101.013,15.991,47.546
-0.038,-0.085,0.281,-89.600,20.996,46.631
-0.003,-0.030,0.297,-75.989,28.503,44.067
0.024,-0.004,0.275,-60.913,36.560,39.917
0.044,-0.020,0.231,-48.767,42.419,35.339
0.050,-0.046,0.195,-45.166,44.434,31.372
0.058,-0.076,0.195,-48.462,41.809,28.931
0.064,-0.099,0.227,-52.856,36.743,28.503
0.085,-0.104,0.273,-55.481,30.640,29.541
0.110,-0.099,0.333,-54.077,24.780,30.823
0.143,-0.090,0.389,-48.523,20.020,30.518
0.163,-0.084,0.436,-39.368,16.846,28.870
0.185,-0.096,0.483,-27.649,15.137,26.428
0.223,-0.119,0.517,-16.174,13.000,24.292
0.251,-0.132,0.573,-7.507,10.925,22.705
0.267,-0.136,0.626,-1.953,11.658,21.973
0.267,-0.147,0.646,2.136,16.785,21.179
0.309,-0.154,0.652,3.784,24.109,18.555
0.326,-0.166,0.638,3.784,27.466,14.771
0.328,-0.174,0.626,2.380,26.611,10.193
0.339,-0.214,0.595,0.549,23.499,6.592
0.339,-0.261,0.585,-1.526,19.897,3.418
0.343,-0.294,0.572,-3.357,16.174,1.404
0.338,-0.327,0.548,-3.662,11.780,0.916
0.332,-0.362,0.524,-3.235,6.592,1.831
0.331,-0.377,0.534,-3.845,-0.610,3.845
0.341,-0.360,0.572,-6.409,-8.972,6.470
0.347,-0.345,0.623,-8.911,-14.954,9.583
0.362,-0.328,0.670,-11.230,-15.686,12.634
0.365,-0.311,0.702,-14.038,-14.832,15.320
0.358,-0.297,0.733,-16.113,-15.198,17.456
0.361,-0.270,0.775,-18.799,-16.663,18.677
0.364,-0.255,0.817,-22.278,-18.005,17.944
0.370,-0.242,0.856,-25.330,-18.982,16.907
0.379,-0.226,0.892,-26.794,-18.555,15.747
0.375,-0.208,0.906,-25.391,-16.235,13.489
0.373,-0.198,0.906,-21.179,-12.634,10.620
0.380,-0.198,0.893,-15.381,-9.033,7.385
0.381,-0.202,0.876,-10.254,-5.676,4.272
0.381,-0.212,0.848,-6.958,-3.357,2.075
0.379,-0.224,0.822,-6.592,-2.380,1.282
0.371,-0.229,0.818,-9.827,-2.502,1.831
0.363,-0.223,0.826,-15.198,-3.723,3.052
0.352,-0.218,0.848,-20.630,-5.615,4.089
0.355,-0.213,0.880,-25.330,-7.446,4.639
0.360,-0.216,0.902,-28.015,-8.728,5.188
0.352,-0.219,0.932,-28.625,-9.216,5.188
0.343,-0.212,0.963,-28.015,-8.667,4.272
0.345,-0.208,0.984,-26.306,-6.714,2.625
0.347,-0.214,0.996,-21.667,-3.601,0.671
0.354,-0.229,0.975,-15.869,0.122,-1.648
0.354,-0.253,0.942,-10.010,3.845,-2.686
0.352,-0.261,0.910,-6.714,6.165,-2.441
0.354,-0.249,0.889,-6.287,6.531,-1.160
0.354,-0.240,0.873,-7.080,5.676,0.122
0.356,-0.237,0.871,-9.033,4.211,1.099
0.360,-0.240,0.878,-13.184,1.465,1.892
0.357,-0.246,0.891,-17.029,-0.732,2.686
0.351,-0.253,0.911,-17.700,-1.404,2.869
0.344,-0.252,0.932,-15.381,-1.709,2.869
0.342,-0.241,0.947,-10.864,-1.770,2.930
0.348,-0.234,0.947,-6.348,-1.465,2.380
0.361,-0.224,0.938,-3.540,-1.160,1.221
0.370,-0.217,0.931,-1.770,-0.793,0.671
0.376,-0.218,0.920,-1.709,-0.244,0.732
0.381,-0.218,0.908,-4.028,0.671,1.160
0.380,-0.218,0.891,-8.118,1.892,1.709
0.368,-0.222,0.871,-12.329,3.540,2.075
0.352,-0.228,0.849,-15.198,5.005,2.625
0.339,-0.226,0.831,-16.479,4.761,3.601
0.328,-0.217,0.825,-17.090,2.930,4.272
0.320,-0.213,0.825,-16.663,1.099,4.272
-0.728,0.407,1.703,-17.151,63.904,8.850
-0.836,0.427,1.631,-8.789,59.143,1.526
-0.904,0.431,1.742,6.836,46.204,-7.935
-0.857,0.441,1.850,29.114,33.508,-14.893
-0.888,0.549,2.181,65.247,29.480,-16.663
-0.940,0.533,2.129,125.183,45.227,-15.747
-0.950,0.567,2.081,168.701,69.031,-16.907
-0.877,0.533,1.988,182.556,83.557,-24.597
-0.866,0.627,2.167,175.293,90.210,-32.471
-0.881,0.729,2.207,155.518,104.309,-39.978
-0.861,0.639,2.144,116.089,123.413,-51.331
-0.830,0.445,2.079,44.800,137.329,-65.308
-0.857,0.277,2.063,-39.856,145.691,-77.087
-0.885,0.197,2.132,-100.159,150.146,-87.036
-0.899,0.109,2.241,-114.197,155.151,-97.961
-0.894,-0.013,2.349,-94.666,164.429,-111.328
-0.896,-0.236,2.385,-61.401,179.932,-126.526
-0.953,-0.535,2.281,-23.071,200.500,-140.198
-1.053,-0.837,2.134,13.428,221.497,-147.217
-1.134,-1.078,1.977,39.063,236.206,-147.156
-1.169,-1.295,1.818,49.255,241.516,-139.832
-1.194,-1.476,1.707,41.626,241.943,-127.563
-1.339,-1.631,1.585,25.391,242.981,-111.938
-1.359,-1.778,1.491,6.653,253.784,-96.313
-1.376,-1.900,1.397,-8.362,265.991,-88.867
-1.393,-2.027,1.244,-10.315,267.151,-86.426
-1.411,-2.102,1.093,-1.343,264.404,-84.229
-1.398,-2.111,0.916,18.433,263.916,-80.017
-1.357,-2.085,0.673,44.312,263.489,-73.853
-1.323,-2.028,0.450,71.838,262.146,-61.340
-1.279,-1.980,0.176,94.849,257.507,-41.992
-1.226,-1.867,-0.067,106.140,249.268,-18.066
-1.110,-1.688,-0.236,97.961,235.962,6.775
-1.000,-1.466,-0.344,69.946,212.036,29.358
-0.929,-1.309,-0.443,28.259,182.434,47.607
-0.863,-1.123,-0.512,-20.874,152.954,59.998
-0.783,-0.926,-0.488,-64.880,126.038,65.125
-0.660,-0.753,-0.385,-90.515,102.600,64.209
-0.618,-0.657,-0.269,-93.079,85.022,59.265
-0.575,-0.559,-0.105,-81.726,74.402,51.575
-0.489,-0.457,0.036,-65.002,67.871,44.250
-0.444,-0.369,0.099,-49.255,67.810,38.574
-0.428,-0.326,0.130,-39.246,74.280,33.752
-0.383,-0.297,0.133,-38.940,81.909,29.175
-0.309,-0.267,0.104,-43.762,86.731,24.841
-0.261,-0.242,0.090,-45.349,89.478,20.996
-0.244,-0.234,0.069,-40.955,91.064,19.043
-0.208,-0.225,0.027,-32.959,90.637,19.287
-0.194,-0.219,-0.016,-23.376,87.585,22.522
-0.187,-0.216,-0.053,-17.273,82.153,26.489
-0.181,-0.202,-0.076,-14.832,74.646,29.846
-0.158,-0.197,-0.098,-14.648,66.284,31.677
-0.096,-0.199,-0.055,-14.709,56.030,32.898
-0.021,-0.170,0.012,-18.250,44.495,35.278
0.021,-0.142,0.105,-23.071,35.217,39.368
0.062,-0.095,0.189,-29.724,30.029,43.152
0.097,-0.024,0.261,-36.499,28.259,45.349
0.123,0.043,0.314,-39.246,30.334,43.762
0.146,0.084,0.322,-35.645,35.767,38.330
0.175,0.069,0.299,-28.503,40.710,31.433
0.205,0.023,0.291,-22.278,41.687,26.184
0.232,-0.017,0.320,-20.447,39.185,22.522
0.259,-0.047,0.359,-20.752,36.865,20.508
0.336,-0.060,0.415,-20.386,36.255,19.592
0.366,-0.045,0.457,-17.212,36.560,18.555
0.379,-0.025,0.450,-10.681,38.757,15.808
0.383,-0.056,0.405,-1.587,39.795,11.963
0.372,-0.133,0.417,6.226,38.086,7.080
0.375,-0.199,0.437,11.719,34.119,3.235
0.393,-0.246,0.453,15.747,28.503,1.892
0.399,-0.277,0.482,18.860,22.156,3.052
0.401,-0.290,0.523,20.447,16.418,6.165
0.378,-0.278,0.560,20.813,12.207,10.193
0.373,-0.243,0.581,18.860,12.146,13.794
0.389,-0.223,0.587,15.564,13.428,15.503
0.415,-0.217,0.589,12.268,13.550,14.465
0.440,-0.217,0.577,11.169,14.587,11.475
0.462,-0.234,0.550,11.536,15.930,8.545
0.475,-0.245,0.555,11.780,13.611,7.996
0.492,-0.242,0.570,9.460,9.521,8.179
0.505,-0.244,0.587,5.554,6.470,7.935
0.498,-0.249,0.611,1.526,3.723,7.263
0.483,-0.255,0.642,-1.465,0.671,6.165
0.460,-0.268,0.673,-2.930,-2.136,4.211
0.452,-0.281,0.711,-1.770,-4.333,2.380
0.466,-0.288,0.758,0.488,-6.714,0.732
0.484,-0.290,0.789,3.845,-8.057,-0.183
0.496,-0.292,0.799,6.165,-7.080,-0.488
0.501,-0.299,0.791,5.310,-4.822,-0.671
0.501,-0.301,0.768,1.709,-2.869,-1.221
0.500,-0.303,0.745,-1.892,-2.075,-0.916
0.489,-0.320,0.727,-5.493,-2.441,-1.038
0.481,-0.326,0.712,-9.460,-4.639,-1.160
0.474,-0.326,0.719,-13.184,-8.972,-0.427
0.468,-0.313,0.738,-15.869,-14.160,0.427
0.466,-0.296,0.750,-17.944,-18.616,0.916
0.462,-0.285,0.776,-19.775,-22.217,2.014
0.465,-0.278,0.817,-23.315,-25.940,3.174
0.479,-0.277,0.865,-27.649,-28.259,3.967
0.489,-0.283,0.921,-29.602,-28.503,4.456
0.500,-0.280,0.980,-27.893,-26.672,4.517
0.507,-0.263,1.017,-23.132,-21.912,4.211
0.506,-0.241,1.025,-14.465,-15.076,3.662
0.502,-0.236,0.998,-4.944,-8.362,1.953
0.500,-0.244,0.959,1.282,-3.662,0.427
0.495,-0.250,0.932,2.197,-1.160,-0.122
0.487,-0.254,0.910,-0.977,0.427,0.061
0.469,-0.246,0.884,-6.531,0.916,0.793
0.463,-0.241,0.872,-11.353,0.000,1.526
0.459,-0.241,0.865,-15.259,-1.709,1.343
0.461,-0.252,0.866,-18.616,-3.540,0.977
0.461,-0.264,0.883,-20.813,-5.371,0.854
0.466,-0.272,0.905,-21.179,-6.042,0.854
0.465,-0.268,0.907,-18.738,-4.333,0.366
0.460,-0.262,0.893,-11.963,-1.892,-0.183
0.458,-0.256,0.861,-3.845,0.610,-1.343
0.458,-0.249,0.828,3.235,2.380,-2.380
0.454,-0.242,0.795,7.141,2.869,-2.747
0.452,-0.237,0.769,6.653,2.319,-2.869
-0.587,0.570,1.903,-32.410,20.447,-0.793
-0.677,0.728,2.142,-27.161,19.104,-12.756
-0.717,0.854,2.288,-17.090,29.419,-33.020
-0.732,0.886,2.384,5.127,52.002,-63.293
-0.772,0.800,2.416,36.865,79.712,-96.802
-0.810,0.650,2.365,72.693,108.459,-126.038
-0.824,0.452,2.231,106.201,133.667,-145.691
-0.840,0.268,2.113,130.920,148.865,-152.344
-0.822,0.085,2.008,138.184,150.452,-146.973
-0.735,-0.083,1.915,126.526,142.944,-131.226
-0.688,-0.135,1.948,93.872,129.456,-109.070
-0.649,-0.133,2.076,44.861,114.014,-83.923
-0.609,-0.042,2.299,-8.118,98.572,-62.622
-0.599,0.047,2.590,-56.519,88.501,-48.218
-0.669,0.149,2.889,-99.548,88.013,-45.532
-0.731,0.138,3.067,-127.197,106.384,-62.012
-0.864,0.034,3.110,-128.967,139.221,-93.750
-1.055,-0.186,3.054,-102.173,178.772,-129.517
-1.257,-0.586,2.869,-47.852,213.806,-161.255
-1.432,-1.018,2.658,12.512,240.173,-181.519
-1.546,-1.435,2.391,65.918,258.301,-185.913
-1.615,-1.740,2.102,108.826,274.719,-171.326
-1.747,-1.954,1.676,135.315,291.443,-138.428
-1.750,-2.202,1.224,136.536,311.218,-90.210
-1.680,-2.298,0.799,108.704,325.684,-50.720
-1.555,-2.326,0.425,72.144,312.195,-21.973
-1.495,-2.244,0.217,35.461,268.005,-1.892
-1.469,-2.065,0.170,11.719,217.041,15.442
-1.401,-1.861,0.177,2.625,172.363,27.649
-1.268,-1.711,0.192,4.639,142.578,36.255
-1.160,-1.597,0.249,9.949,124.390,45.166
-1.058,-1.497,0.381,10.803,115.601,55.847
-0.939,-1.301,0.469,3.296,118.042,67.871
-0.882,-1.073,0.470,-8.606,130.981,80.322
-0.853,-0.865,0.330,-20.569,152.893,87.402
-0.810,-0.690,0.120,-29.114,174.805,85.327
-0.785,-0.553,-0.113,-33.569,185.852,78.064
-0.784,-0.422,-0.302,-35.828,186.401,70.068
-0.759,-0.301,-0.511,-38.330,182.190,58.716
-0.712,-0.185,-0.654,-39.368,173.279,44.861
-0.671,-0.087,-0.746,-40.222,157.837,31.250
-0.616,-0.054,-0.781,-42.847,135.681,19.714
-0.555,-0.076,-0.730,-52.673,105.469,9.888
-0.498,-0.114,-0.606,-69.641,73.975,2.197
-0.425,-0.149,-0.456,-88.562,47.180,-2.808
-0.343,-0.177,-0.276,-102.722,27.527,-5.493
-0.247,-0.227,-0.093,-111.023,15.503,-5.310
-0.155,-0.232,0.045,-114.868,11.902,-2.258
-0.100,-0.225,0.156,-113.464,16.541,2.014
-0.066,-0.203,0.208,-104.492,28.198,6.104
-0.049,-0.169,0.205,-88.806,42.114,8.057
-0.038,-0.145,0.201,-68.298,52.063,8.484
-0.024,-0.115,0.200,-48.218,55.847,8.240
0.012,-0.072,0.212,-32.532,55.359,7.141
0.049,-0.044,0.232,-21.362,54.382,4.211
0.088,-0.043,0.227,-14.343,53.772,-0.061
0.123,-0.076,0.207,-12.329,53.467,-4.944
0.149,-0.116,0.182,-12.146,52.307,-8.911
0.190,-0.170,0.174,-12.146,48.279,-10.498
0.232,-0.227,0.222,-11.658,41.748,-9.644
0.273,-0.261,0.279,-12.756,36.804,-6.531
0.306,-0.275,0.319,-11.902,34.973,-2.075
