aX,aY,aZ,gX,gY,gZ
-0.980,0.245,0.061,56.152,-4.333,-2.075
-0.999,0.269,0.081,47.546,-9.888,-1.465
-0.969,0.307,0.115,25.330,-13.428,-2.075
-0.945,0.276,0.144,3.296,-14.282,-4.395
-0.947,0.182,0.168,-11.292,-14.343,-7.568
-0.972,0.081,0.204,-17.700,-12.634,-8.972
-0.993,0.012,0.232,-15.015,-10.437,-6.409
-0.988,0.019,0.260,-3.967,-8.545,-0.488
-0.949,0.098,0.300,12.024,-7.324,6.287
-0.926,0.186,0.306,26.855,-5.554,10.010
-0.917,0.259,0.293,34.119,-3.235,10.071
-0.929,0.298,0.272,32.471,-1.038,9.033
-0.918,0.328,0.219,21.790,2.197,8.362
-0.924,0.347,0.152,6.592,4.822,8.606
-0.942,0.334,0.107,-6.348,4.211,9.949
-0.918,0.319,0.070,-16.968,1.343,12.024
-0.918,0.308,0.063,-22.156,-3.052,13.123
-0.925,0.260,0.104,-17.456,-9.949,12.634
-0.919,0.290,0.180,-2.502,-15.808,13.428
-0.891,0.370,0.250,15.076,-18.127,14.160
-0.875,0.404,0.314,25.024,-17.334,11.963
-0.867,0.430,0.358,21.301,-12.024,10.132
-0.859,0.438,0.343,6.592,-3.235,9.216
-0.886,0.397,0.276,-12.512,5.432,7.812
-0.929,0.369,0.196,-26.611,11.658,5.920
-0.944,0.330,0.151,-30.823,11.841,4.150
-0.959,0.297,0.155,-25.269,7.874,2.991
-0.961,0.281,0.174,-14.099,3.235,2.319
-0.938,0.303,0.209,-4.700,0.366,2.136
-0.905,0.317,0.243,-1.709,0.244,1.892
-0.888,0.311,0.253,-3.845,3.113,1.587
-0.884,0.307,0.237,-9.338,8.362,1.221
-0.886,0.318,0.210,-14.526,12.451,0.488
-0.910,0.289,0.176,-15.808,14.465,-1.587
-0.928,0.267,0.137,-15.381,14.648,-2.930
-0.948,0.253,0.110,-14.526,12.756,-3.540
-0.951,0.231,0.100,-12.512,9.338,-3.174
-0.961,0.212,0.111,-10.254,5.859,-1.465
-0.952,0.228,0.120,-7.019,2.380,1.282
-0.930,0.263,0.154,-1.526,-1.099,3.479
-0.912,0.284,0.179,4.150,-2.441,3.540
-0.889,0.303,0.203,5.859,-2.136,2.869
-0.882,0.323,0.221,4.272,0.366,1.831
-0.875,0.337,0.224,1.221,4.639,0.977
-0.878,0.336,0.228,-2.441,8.301,-0.793
-0.911,0.332,0.215,-6.348,11.292,-2.625
-0.942,0.316,0.167,-10.132,12.573,-3.052
-0.938,0.299,0.140,-15.015,10.803,-1.709
-0.920,0.294,0.137,-18.372,8.545,-0.366
-0.911,0.300,0.165,-16.846,6.714,0.488
-0.907,0.305,0.185,-11.536,6.714,0.305
-0.911,0.307,0.209,-5.615,6.653,-0.610
-0.915,0.307,0.240,-1.160,6.714,-1.221
-0.920,0.309,0.254,1.404,8.240,-1.404
-0.921,0.316,0.245,2.625,10.376,-1.099
-0.917,0.328,0.230,2.563,11.780,-0.305
-0.920,0.318,0.198,1.282,13.184,-0.610
-0.912,0.320,0.177,-1.587,13.733,-1.038
-0.912,0.314,0.166,-4.883,14.099,-1.892
-0.917,0.308,0.159,-7.629,14.648,-2.686
-0.914,0.303,0.172,-8.728,14.221,-3.052
-0.907,0.296,0.191,-8.362,13.550,-3.113
-0.907,0.297,0.192,-7.629,13.428,-2.869
-0.906,0.295,0.180,-5.981,12.146,-2.197
-0.912,0.290,0.173,-3.479,10.864,-2.014
-0.912,0.296,0.174,-1.343,9.766,-2.197
-0.855,-0.369,-1.504,34.729,-411.255,-5.432
-1.046,-0.401,-1.289,13.367,-465.027,4.272
-1.208,-0.430,-1.001,-1.770,-507.874,16.174
-1.385,-0.425,-0.608,-9.033,-539.795,31.494
-1.448,-0.343,-0.348,-12.146,-557.861,50.354
-1.421,-0.197,-0.200,-20.630,-564.575,68.542
-1.405,-0.092,-0.039,-30.640,-564.087,82.336
-1.398,0.062,0.137,-30.518,-555.359,89.722
-1.417,0.321,0.285,-19.043,-544.312,87.341
-1.456,0.436,0.338,-4.944,-539.368,72.510
-1.506,0.390,0.465,0.061,-541.931,52.246
-1.486,0.318,0.791,-0.122,-538.818,35.645
-1.440,0.274,1.016,-3.601,-520.203,25.574
-1.440,0.452,1.271,-20.081,-488.403,21.912
-1.473,0.697,1.576,-52.246,-449.402,15.869
-1.635,0.706,1.654,-100.830,-406.433,5.371
-1.767,0.527,1.505,-150.635,-370.239,1.770
-1.922,0.249,1.417,-178.955,-349.548,10.986
-1.967,0.136,1.310,-170.776,-338.806,31.799
-1.971,0.234,1.253,-113.647,-338.318,49.866
-1.960,0.249,1.199,-22.644,-346.008,51.819
-1.978,0.200,1.203,56.152,-355.286,41.870
-1.990,0.198,1.223,89.905,-356.567,30.029
-2.077,0.202,1.243,76.660,-342.468,23.621
-2.208,0.261,1.260,27.588,-317.139,23.682
-2.334,0.410,1.283,-30.945,-289.246,28.198
-2.370,0.642,1.204,-77.759,-267.822,30.334
-2.420,0.821,1.166,-97.107,-256.531,22.156
-2.410,0.785,1.218,-96.985,-253.784,4.761
-2.385,0.587,1.371,-91.736,-252.258,-6.653
-2.297,0.446,1.438,-84.656,-245.422,-6.775
-2.183,0.349,1.523,-71.716,-238.159,2.441
-2.022,0.380,1.613,-54.810,-229.126,18.127
-1.807,0.493,1.670,-35.645,-213.684,33.875
-1.567,0.638,1.693,-16.663,-191.589,44.067
-1.318,0.772,1.641,2.686,-166.077,46.387
-1.105,0.847,1.539,20.508,-138.062,40.649
-1.004,0.816,1.367,28.564,-106.079,29.175
-0.998,0.717,1.156,19.043,-73.364,16.968
-1.002,0.647,0.923,-4.150,-46.204,8.423
-1.012,0.601,0.668,-32.410,-26.367,0.793
-1.116,0.423,0.479,-58.472,-16.357,-6.409
-1.184,0.282,0.320,-79.224,-16.907,-7.141
-1.186,0.316,0.256,-85.083,-25.757,-0.671
-1.144,0.375,0.314,-70.129,-41.809,3.357
-1.126,0.410,0.450,-39.001,-60.120,0.732
-1.078,0.427,0.567,-5.493,-71.533,-5.798
-1.049,0.347,0.691,16.785,-74.097,-14.954
-1.064,0.200,0.763,19.409,-68.542,-22.949
-1.067,0.111,0.741,5.554,-57.556,-24.841
-1.054,0.089,0.678,-16.602,-45.654,-23.071
-1.050,0.070,0.632,-37.476,-35.339,-21.912
-1.049,0.035,0.585,-49.316,-26.917,-22.705
-1.043,-0.038,0.564,-52.490,-22.339,-22.644
-1.028,-0.116,0.578,-47.363,-20.813,-18.921
-1.037,-0.180,0.582,-38.025,-18.799,-11.719
-1.028,-0.160,0.538,-25.513,-14.038,-1.892
-0.997,-0.066,0.463,-12.268,-8.789,9.705
-0.960,0.046,0.370,-2.319,-4.333,17.456
-0.944,0.144,0.290,4.456,-1.953,20.081
-0.924,0.260,0.222,10.071,-0.427,20.264
-0.909,0.372,0.179,12.085,0.122,17.639
-0.907,0.431,0.153,6.470,-1.038,11.841
-0.909,0.445,0.140,-6.042,-1.648,6.165
-0.881,0.409,0.156,-25.696,-0.061,2.014
-0.868,0.378,0.162,-45.776,2.563,0.244
-0.876,0.324,0.185,-58.044,5.737,-1.221
-0.915,0.263,0.183,-56.274,8.911,-2.319
-0.957,0.240,0.188,-42.053,8.301,-3.052
-0.968,0.233,0.207,-19.165,3.967,-3.052
-0.967,0.242,0.236,1.526,-0.427,-3.479
-0.948,0.281,0.265,12.817,-1.953,-4.333
-0.929,0.310,0.304,13.855,-1.953,-6.165
-0.932,0.308,0.336,5.920,0.916,-8.789
-0.959,0.268,0.328,-8.484,6.592,-10.986
-0.962,0.219,0.306,-24.353,11.719,-10.620
-0.982,0.167,0.266,-35.156,15.442,-9.399
-0.990,0.149,0.223,-36.987,16.357,-7.996
-0.990,0.130,0.205,-30.640,12.878,-7.690
-0.988,0.107,0.215,-18.494,7.751,-7.996
-0.964,0.115,0.243,-5.371,3.540,-7.019
-0.947,0.140,0.280,3.479,1.587,-4.883
-0.928,0.194,0.302,5.493,2.808,-3.052
-0.902,0.239,0.321,2.930,5.859,-1.282
-0.887,0.262,0.326,-0.244,10.986,-0.427
-0.875,0.280,0.318,-1.831,17.395,-0.671
-0.875,0.262,0.291,-1.953,23.315,-1.831
-0.905,0.226,0.247,-1.221,28.564,-2.747
-0.949,0.190,0.186,-1.770,32.166,-2.991
-0.983,0.177,0.126,-3.662,32.104,-1.709
-1.004,0.180,0.069,-7.996,29.297,0.854
-0.993,0.195,0.069,-12.939,23.743,3.540
-0.966,0.228,0.081,-14.099,17.822,5.432
-0.938,0.244,0.112,-9.644,12.329,5.371
-0.931,0.244,0.142,-3.235,8.240,3.479
-0.924,0.237,0.171,2.197,5.737,1.404
-0.920,0.235,0.205,5.310,4.639,0.000
-0.913,0.245,0.242,4.211,5.554,-0.671
-0.905,0.245,0.264,-0.427,8.179,-1.404
-0.901,0.225,0.275,-5.188,12.207,-1.160
-0.923,0.215,0.264,-10.437,16.602,-0.549
-0.939,0.206,0.222,-13.123,18.860,0.549
-0.949,0.206,0.170,-11.353,17.944,1.526
-0.942,0.209,0.155,-6.592,13.306,1.770
-0.937,0.215,0.170,-1.892,7.751,0.854
-0.926,0.215,0.204,2.563,3.479,0.000
-0.925,0.203,0.239,4.211,1.648,-0.549
-0.928,0.206,0.267,2.563,2.808,0.366
-0.924,0.239,0.269,-0.671,5.188,2.197
-0.900,0.259,0.274,-3.845,6.775,3.296
-0.903,0.273,0.267,-5.676,9.705,3.357
-0.901,0.289,0.269,-5.310,11.963,3.235
-0.901,0.300,0.261,-2.686,13.306,2.441
-0.900,0.310,0.251,0.610,13.367,0.488
-0.910,0.310,0.249,4.211,11.414,-2.014
-0.911,0.292,0.257,5.737,8.972,-3.967
-0.914,0.254,0.263,3.418,7.568,-4.822
-0.929,0.223,0.255,-1.648,8.179,-4.028
-0.930,0.221,0.245,-8.057,10.254,-2.136
-1.221,0.689,1.293,-27.283,-467.468,54.199
-1.177,0.545,1.490,-17.883,-435.425,41.016
-1.190,0.285,1.315,-48.401,-387.878,34.180
-1.246,0.233,0.949,-85.449,-341.675,41.992
-1.375,0.376,0.582,-91.858,-317.566,55.542
-1.512,0.529,0.346,-71.045,-318.115,57.678
-1.750,0.708,0.303,-39.856,-340.149,47.607
-2.024,0.749,0.501,-15.625,-372.742,27.893
-2.242,0.751,0.750,-14.648,-401.611,11.353
-2.201,1.012,1.333,-38.574,-418.274,3.906
-2.024,1.193,2.155,-66.101,-412.842,-7.446
-2.020,0.947,2.469,-89.111,-369.934,-27.283
-2.099,0.643,2.216,-105.225,-301.331,-41.199
-2.182,0.266,1.802,-103.027,-250.000,-37.659
-2.284,0.122,1.527,-89.172,-224.487,-16.479
-2.281,0.263,1.214,-63.538,-213.562,7.141
-2.246,0.479,1.011,-26.062,-217.407,20.325
-2.194,0.576,1.008,10.437,-234.619,20.203
-2.113,0.651,1.169,24.780,-250.854,14.526
-2.035,0.755,1.321,13.306,-255.005,9.033
-1.911,0.929,1.438,-12.695,-247.070,6.714
-1.775,0.913,1.489,-47.424,-230.164,4.578
-1.683,0.679,1.587,-82.397,-206.970,4.639
-1.542,0.584,1.613,-98.389,-183.289,11.292
-1.428,0.593,1.634,-77.698,-164.978,16.541
-1.336,0.549,1.657,-34.851,-149.780,14.954
-1.274,0.419,1.603,0.061,-136.047,11.108
-1.205,0.363,1.480,13.306,-120.728,8.606
-1.126,0.343,1.348,12.085,-106.445,8.911
-1.031,0.297,1.205,2.014,-92.346,11.658
-1.002,0.360,1.072,-17.944,-76.538,12.939
-0.985,0.469,0.922,-41.992,-63.721,10.254
-0.991,0.524,0.828,-62.073,-56.763,3.052
-0.990,0.422,0.803,-78.064,-54.504,-6.042
-0.976,0.341,0.823,-86.060,-50.476,-10.193
-0.917,0.400,0.792,-72.998,-45.776,-10.803
-0.903,0.459,0.779,-42.236,-41.992,-15.076
-0.911,0.443,0.742,-7.263,-36.011,-21.362
-0.929,0.364,0.679,19.592,-28.809,-25.208
-0.937,0.346,0.609,31.189,-21.362,-22.278
-0.902,0.396,0.517,29.236,-12.939,-14.648
-0.872,0.429,0.456,19.714,-4.211,-7.202
-0.846,0.470,0.385,5.066,5.615,-3.296
-0.833,0.516,0.344,-10.620,14.099,-2.014
-0.796,0.485,0.243,-25.574,22.156,-3.540
-0.826,0.407,0.202,-41.870,27.649,-6.897
-0.862,0.336,0.181,-52.612,29.114,-8.789
-0.886,0.297,0.177,-51.086,26.489,-7.935
-0.900,0.281,0.178,-38.879,21.667,-6.836
-0.923,0.281,0.166,-20.996,15.137,-7.263
-0.939,0.285,0.164,-3.479,8.240,-8.179
-0.960,0.278,0.166,8.606,1.892,-8.484
-0.955,0.287,0.200,14.893,-3.235,-7.996
-0.932,0.290,0.215,13.367,-6.287,-7.507
-0.920,0.260,0.222,2.991,-6.714,-7.507
-0.916,0.235,0.217,-11.963,-4.089,-6.653
-0.926,0.232,0.211,-24.109,-1.648,-4.883
-0.932,0.238,0.209,-27.100,-1.404,-3.906
-0.934,0.245,0.225,-21.423,-3.723,-4.456
-0.945,0.213,0.254,-12.024,-6.531,-6.042
-0.956,0.206,0.281,-5.310,-8.728,-6.348
-0.933,0.247,0.297,-2.808,-9.216,-3.662
-0.892,0.295,0.314,-1.709,-7.568,-0.183
-0.872,0.319,0.313,-3.967,-3.723,2.136
-0.854,0.325,0.298,-10.864,1.343,3.235
-0.862,0.323,0.267,-20.203,7.751,3.723
-0.880,0.328,0.221,-27.771,12.085,3.540
-0.902,0.335,0.185,-29.968,12.146,3.906
-0.900,0.335,0.175,-26.245,10.193,4.333
-0.910,0.339,0.184,-17.517,7.141,4.639
-0.914,0.363,0.199,-7.141,2.625,4.944
-0.907,0.384,0.239,2.075,-1.709,4.639
-0.891,0.410,0.268,7.446,-3.540,3.845
-0.874,0.424,0.299,7.324,-3.174,2.747
-0.849,0.430,0.324,2.319,-0.854,1.953
-0.841,0.424,0.326,-6.042,4.272,0.916
-0.854,0.400,0.312,-15.747,10.376,-0.488
-0.885,0.357,0.284,-24.536,15.320,-1.465
-0.915,0.328,0.233,-29.846,17.090,-1.404
-0.930,0.322,0.209,-27.039,15.381,-0.122
-0.932,0.335,0.205,-16.785,10.498,0.488
-0.926,0.341,0.222,-4.639,4.272,-0.366
-0.915,0.345,0.250,5.432,-0.549,-1.526
-0.893,0.352,0.275,10.742,-2.625,-2.197
-0.877,0.364,0.291,9.216,-2.258,-2.563
-0.867,0.360,0.295,4.028,0.549,-2.625
-0.862,0.349,0.294,-2.441,5.066,-2.808
-0.863,0.343,0.274,-8.057,9.888,-2.747
-0.879,0.333,0.248,-11.475,12.878,-2.563
-0.894,0.337,0.217,-12.390,13.794,-2.319
-0.905,0.320,0.207,-9.338,12.939,-2.502
-0.910,0.302,0.224,-2.808,10.193,-2.380
-0.901,0.319,0.247,4.150,8.240,-1.587
-0.884,0.357,0.257,9.949,7.568,-1.099
-0.867,0.380,0.292,13.977,7.141,-1.404
-0.854,0.388,0.304,15.198,9.949,-2.625
-0.855,0.375,0.320,12.817,13.367,-3.906
-0.859,0.362,0.309,8.911,17.395,-4.395
-0.885,0.351,0.276,3.723,21.851,-4.639
-0.898,0.354,0.248,-1.953,24.292,-3.967
-0.902,0.361,0.235,-7.324,24.231,-3.296
-0.899,0.370,0.233,-11.353,22.949,-3.052
-0.892,0.385,0.233,-11.414,19.836,-3.479
-0.878,0.388,0.260,-5.798,15.381,-4.089
-0.861,0.390,0.290,2.441,12.146,-5.188
-0.855,0.377,0.317,9.216,10.925,-6.775
-0.848,0.370,0.330,11.292,11.475,-7.874
-0.846,0.364,0.341,9.155,14.343,-8.789
-0.848,0.357,0.357,4.761,19.104,-9.338
-0.842,0.347,0.347,-0.366,24.658,-9.033
-0.857,0.324,0.353,-5.920,28.931,-8.667
-0.876,0.318,0.331,-11.780,32.349,-7.324
-0.879,0.335,0.316,-16.846,33.936,-5.188
-0.872,0.340,0.303,-18.799,33.508,-3.601
-0.877,0.331,0.287,-17.944,32.043,-3.418
-0.884,0.330,0.269,-13.123,29.297,-3.723
-0.882,0.341,0.264,-3.784,25.513,-4.211
-0.875,0.364,0.291,7.080,21.179,-4.700
-0.850,0.379,0.329,15.137,19.226,-5.554
-1.863,0.779,0.869,-38.330,-557.251,117.432
-1.755,1.126,1.385,-47.058,-559.570,105.652
-1.617,1.188,1.895,-49.316,-544.495,82.336
-1.481,1.039,2.217,-62.622,-500.427,57.068
-1.461,0.704,2.206,-82.214,-434.387,40.283
-1.515,0.504,1.890,-96.191,-359.436,41.687
-1.663,0.538,1.477,-101.257,-303.223,57.129
-1.806,0.599,1.139,-95.703,-279.663,70.984
-1.979,0.661,0.820,-82.275,-281.372,75.012
-2.181,0.683,0.703,-60.547,-303.467,69.885
-2.374,0.668,0.774,-31.189,-339.783,58.899
-2.544,0.626,0.982,-3.113,-375.305,46.387
-2.614,0.717,1.351,12.085,-398.682,38.025
-2.494,0.811,1.847,9.033,-401.367,33.447
-2.442,0.806,2.203,-16.724,-376.099,30.151
-2.393,0.756,2.358,-60.730,-327.698,27.832
-2.344,0.708,2.363,-101.990,-275.452,28.748
-2.266,0.630,2.299,-115.540,-236.328,33.691
-2.143,0.542,2.179,-91.675,-215.637,39.856
-1.972,0.604,2.109,-40.405,-209.656,47.363
-1.716,0.783,2.025,22.156,-207.214,53.650
-1.414,0.971,1.974,76.172,-200.928,53.589
-1.178,1.096,1.877,103.943,-185.547,44.128
-0.957,1.158,1.759,106.079,-160.156,26.733
-0.849,1.007,1.615,87.280,-128.723,3.418
-0.858,0.724,1.411,44.312,-94.482,-17.273
-0.888,0.454,1.211,-12.390,-62.134,-24.902
-0.896,0.274,1.029,-64.758,-36.255,-20.752
-0.849,0.184,0.833,-95.764,-20.386,-12.695
-0.844,0.194,0.683,-100.403,-15.503,-5.554
-0.883,0.214,0.564,-83.984,-20.569,-5.432
-0.939,0.232,0.524,-52.307,-37.048,-10.925
-0.977,0.253,0.623,-12.512,-63.171,-17.639
-0.983,0.253,0.769,26.062,-86.182,-25.024
-0.960,0.291,0.887,50.598,-96.985,-31.250
-0.935,0.342,0.955,53.955,-96.252,-35.095
-0.920,0.417,0.954,35.950,-86.670,-39.246
-0.929,0.334,0.945,6.165,-73.181,-43.396
-0.934,0.166,0.956,-23.376,-57.617,-43.091
-0.927,0.070,0.958,-43.335,-41.321,-35.278
-0.899,0.083,0.915,-48.523,-26.794,-24.170
-0.876,0.112,0.853,-41.077,-14.832,-15.076
-0.860,0.118,0.792,-29.358,-5.615,-9.827
-0.855,0.153,0.708,-18.616,3.845,-5.005
-0.848,0.227,0.581,-12.390,13.000,-0.183
-0.844,0.312,0.459,-10.864,19.836,3.967
-0.846,0.404,0.313,-13.855,24.292,4.761
-0.850,0.469,0.205,-16.724,24.414,2.197
-0.829,0.472,0.150,-17.578,20.996,-2.319
-0.840,0.431,0.134,-20.874,16.235,-8.240
-0.854,0.379,0.138,-24.475,11.230,-13.306
-0.865,0.319,0.161,-26.855,6.409,-15.137
-0.873,0.266,0.200,-27.222,2.869,-14.038
-0.874,0.227,0.256,-24.597,1.770,-10.254
-0.880,0.224,0.290,-17.944,1.648,-5.371
-0.877,0.269,0.313,-7.507,1.648,-0.610
-0.865,0.323,0.319,3.967,1.526,2.441
-0.871,0.366,0.318,16.357,0.793,2.380
-0.873,0.388,0.308,24.414,-1.099,-0.305
-0.874,0.376,0.316,25.024,-2.869,-3.113
-0.880,0.367,0.313,15.930,-3.174,-5.249
-0.880,0.347,0.327,2.258,-2.136,-7.080
-0.889,0.307,0.360,-10.132,-0.671,-7.935
-0.902,0.276,0.368,-19.714,1.892,-7.324
-0.898,0.256,0.385,-24.658,3.418,-6.042
-0.903,0.230,0.384,-23.621,4.517,-4.944
-0.912,0.225,0.381,-17.822,4.700,-4.150
-0.898,0.249,0.385,-8.911,3.601,-2.991
-0.885,0.255,0.395,0.122,3.296,-2.136
-0.865,0.268,0.404,4.822,4.089,-1.038
-0.859,0.282,0.381,2.197,7.324,-0.061
-0.860,0.299,0.354,-3.601,10.925,1.282
-0.865,0.314,0.328,-8.972,13.916,2.319
-0.870,0.337,0.305,-10.193,14.343,2.136
-0.879,0.360,0.294,-6.531,12.146,1.221
-0.883,0.363,0.289,-0.061,7.996,0.244
-0.883,0.352,0.301,4.517,3.967,-1.160
-0.879,0.339,0.319,6.592,1.648,-1.343
-0.868,0.345,0.338,5.737,1.160,-0.061
-0.853,0.369,0.344,3.235,2.808,1.892
-0.833,0.380,0.346,1.282,5.249,2.808
-0.835,0.383,0.340,0.427,7.996,2.258
-0.840,0.379,0.318,-1.221,10.315,0.916
-0.849,0.365,0.303,-3.052,11.414,-0.244
-0.855,0.337,0.301,-5.615,12.024,-1.282
-0.868,0.314,0.304,-8.484,11.963,-1.465
-0.875,0.306,0.305,-10.803,12.024,-0.488
-0.871,0.313,0.318,-12.146,11.108,0.610
-0.869,0.316,0.323,-10.315,9.827,0.671
-0.862,0.321,0.334,-3.967,7.996,0.977
-0.855,0.330,0.344,3.601,5.371,1.038
-0.846,0.342,0.372,10.193,3.357,0.488
-0.830,0.351,0.400,13.733,3.601,-0.854
-0.836,0.344,0.411,13.733,6.958,-1.648
-0.840,0.333,0.416,8.911,11.536,-2.136
-0.844,0.319,0.410,3.296,16.785,-2.014
-0.861,0.313,0.385,-1.770,21.851,-1.648
-0.866,0.316,0.358,-4.944,24.719,-0.854
-0.869,0.325,0.328,-7.019,25.818,-0.366
-0.869,0.326,0.291,-8.484,25.269,-0.916
-0.882,0.322,0.285,-9.277,22.644,-1.892
-0.879,0.319,0.287,-7.385,18.433,-2.014
-0.869,0.307,0.298,-5.066,14.282,-2.319
-0.871,0.284,0.319,-3.601,11.169,-2.808
-0.867,0.269,0.336,-3.723,9.155,-2.563
-0.862,0.269,0.347,-5.676,8.545,-1.221
-0.851,0.269,0.362,-8.972,8.179,0.305
-0.848,0.279,0.369,-11.353,8.484,1.892
-0.842,0.286,0.378,-12.878,8.789,3.052
-0.836,0.298,0.383,-12.024,8.423,4.150
-0.832,0.324,0.382,-8.301,7.141,4.456
-0.826,0.344,0.380,-2.197,4.883,4.150
-0.820,0.349,0.389,4.028,2.319,2.930
-0.820,0.359,0.404,8.301,0.916,2.319
-0.821,0.364,0.415,8.728,0.793,1.648
-0.824,0.364,0.425,6.409,3.113,1.404
-0.835,0.364,0.425,1.404,6.836,1.526
-0.848,0.363,0.405,-4.578,10.986,1.587
-0.851,0.367,0.383,-9.521,14.099,1.587
-1.663,0.903,0.582,-110.291,-426.086,99.609
-1.770,1.043,0.802,-84.778,-451.172,82.581
-1.846,1.075,1.308,-48.889,-472.107,59.448
-1.838,0.975,1.739,-18.616,-468.994,37.598
-1.861,0.941,1.941,-16.479,-436.951,23.010
-1.892,1.037,2.088,-42.358,-389.221,13.062
-1.922,1.042,2.209,-81.360,-337.769,5.798
-1.938,0.971,2.141,-112.244,-289.673,1.831
-1.975,0.836,1.891,-118.103,-255.188,0.427
-2.042,0.660,1.623,-101.746,-237.061,1.221
-2.054,0.660,1.354,-70.679,-231.262,6.714
-2.037,0.737,1.185,-33.325,-234.741,11.169
-1.986,0.817,1.131,-1.465,-242.676,10.986
-1.973,0.878,1.108,11.719,-249.451,4.456
-1.947,0.836,1.165,5.615,-254.517,-4.639
-1.906,0.663,1.322,-15.015,-253.601,-9.766
-1.787,0.563,1.468,-45.105,-241.638,-5.310
-1.615,0.501,1.582,-71.411,-222.656,5.737
-1.444,0.425,1.682,-77.515,-199.951,17.822
-1.298,0.423,1.673,-63.232,-172.363,28.259
-1.209,0.511,1.490,-38.147,-143.555,35.522
-1.148,0.581,1.301,-12.573,-123.230,36.987
-1.115,0.642,1.132,7.385,-109.314,33.997
-1.084,0.719,0.937,24.170,-97.412,27.283
-1.036,0.764,0.759,34.180,-90.027,14.038
-1.070,0.621,0.718,26.306,-88.318,-4.639
-1.069,0.489,0.678,-1.099,-84.229,-17.517
-1.040,0.426,0.655,-35.217,-78.247,-21.606
-1.031,0.333,0.708,-58.594,-73.120,-20.630
-1.011,0.309,0.768,-67.627,-69.336,-16.113
-0.977,0.332,0.825,-61.646,-67.627,-11.475
-0.952,0.297,0.905,-44.312,-66.589,-14.160
-0.939,0.248,0.970,-23.193,-63.416,-21.667
-0.955,0.252,0.986,-6.226,-56.580,-29.968
-0.968,0.270,0.975,3.784,-47.241,-37.903
-1.023,0.135,0.915,0.793,-35.706,-44.250
-1.090,0.050,0.811,-17.578,-22.522,-41.504
-1.086,0.097,0.725,-41.687,-11.475,-28.687
-1.031,0.165,0.680,-57.861,-3.845,-13.794
-0.979,0.237,0.645,-60.608,0.488,-4.517
-0.939,0.286,0.595,-51.147,1.770,-0.549
-0.916,0.302,0.523,-34.424,1.892,0.977
-0.895,0.312,0.473,-17.212,1.526,2.258
-0.869,0.334,0.415,-2.380,1.709,4.944
-0.864,0.374,0.381,7.141,3.418,7.629
-0.832,0.422,0.309,7.507,5.676,9.949
-0.812,0.464,0.260,1.465,8.545,11.719
-0.817,0.508,0.243,-5.981,11.169,11.658
-0.813,0.514,0.218,-11.658,12.939,10.864
-0.797,0.464,0.176,-12.573,14.709,9.705
-0.832,0.440,0.139,-10.132,14.160,7.080
-0.856,0.448,0.091,-3.418,10.681,3.235
-0.871,0.426,0.096,5.737,4.089,0.000
-0.882,0.400,0.140,12.695,-2.075,-2.869
-0.880,0.391,0.189,14.526,-4.517,-4.272
-0.884,0.378,0.234,11.108,-4.211,-5.066
-0.880,0.362,0.247,3.479,-2.014,-4.944
-0.885,0.364,0.255,-3.540,1.221,-3.967
-0.896,0.381,0.230,-6.348,3.113,-3.784
-0.911,0.374,0.199,-4.700,2.686,-5.432
-0.919,0.341,0.216,-0.488,-0.977,-8.484
-0.922,0.306,0.256,4.272,-4.639,-10.986
-0.921,0.274,0.317,6.653,-7.019,-12.329
-0.915,0.273,0.343,4.456,-7.019,-11.902
-0.892,0.278,0.392,0.000,-5.798,-9.338
-0.865,0.279,0.406,-5.371,-1.770,-6.836
-0.870,0.262,0.396,-11.353,4.639,-5.127
-0.879,0.249,0.370,-16.541,11.963,-3.662
-0.899,0.223,0.331,-19.348,17.273,-2.014
-0.919,0.224,0.294,-19.043,19.226,0.916
-0.916,0.253,0.267,-12.207,17.700,4.456
-0.911,0.307,0.244,-1.770,13.367,6.592
-0.892,0.359,0.264,7.690,7.996,7.080
-0.867,0.406,0.271,12.085,4.456,6.714
-0.844,0.429,0.283,10.803,3.601,5.066
-0.837,0.417,0.287,5.737,5.615,2.686
-0.853,0.404,0.273,-0.916,9.766,1.404
-0.878,0.391,0.280,-7.874,14.587,0.977
-0.866,0.392,0.248,-12.390,17.883,0.916
-0.883,0.385,0.238,-12.512,17.883,0.793
-0.876,0.372,0.245,-10.864,16.174,1.282
-0.871,0.391,0.243,-7.935,14.038,2.014
-0.856,0.415,0.221,-4.272,11.719,2.136
-0.849,0.409,0.254,-1.221,9.094,0.183
-0.851,0.387,0.261,1.343,8.362,-1.709
-0.856,0.369,0.269,2.136,8.911,-2.686
-0.859,0.358,0.285,1.099,9.338,-3.357
-0.862,0.360,0.307,-0.732,10.071,-3.723
-0.861,0.360,0.322,-2.441,11.353,-3.601
-0.863,0.361,0.336,-4.883,12.817,-3.235
-0.853,0.373,0.328,-7.446,14.404,-2.869
-0.851,0.367,0.345,-7.935,15.381,-3.601
-0.851,0.349,0.357,-6.409,16.541,-4.639
-0.862,0.314,0.343,-4.089,17.151,-5.310
-0.879,0.295,0.324,-0.793,18.188,-4.822
-0.888,0.301,0.297,0.183,19.104,-3.357
-0.887,0.317,0.293,-1.282,18.860,-1.221
-0.878,0.338,0.318,-3.113,18.372,0.854
-0.863,0.350,0.350,-4.395,18.250,2.136
-0.852,0.376,0.373,-4.700,18.860,2.808
