aX,aY,aZ,gX,gY,gZ
0.219,0.294,-3.072,196.045,13.123,-11.658
0.089,0.214,-3.192,224.304,19.653,-19.592
-0.029,0.070,-3.300,251.709,22.278,-29.602
-0.148,-0.094,-3.322,280.884,18.616,-43.884
-0.252,-0.271,-3.283,308.838,7.019,-59.753
-0.323,-0.489,-3.174,331.116,-11.292,-75.256
-0.379,-0.688,-3.024,349.060,-35.522,-86.060
-0.431,-0.851,-2.823,366.333,-60.181,-94.971
-0.461,-0.981,-2.580,385.986,-81.848,-104.431
-0.474,-1.092,-2.275,406.067,-103.760,-115.662
-0.474,-1.228,-1.875,419.556,-131.104,-125.916
-0.466,-1.332,-1.472,423.157,-160.461,-130.798
-0.452,-1.397,-1.050,422.852,-185.486,-131.653
-0.391,-1.426,-0.539,425.903,-211.060,-131.775
-0.286,-1.444,0.069,427.368,-239.136,-131.348
-0.195,-1.423,0.790,423.828,-262.024,-126.038
-0.100,-1.265,1.523,415.955,-265.442,-113.953
-0.030,-1.102,2.125,399.475,-245.300,-101.135
0.006,-0.927,2.418,369.385,-205.872,-89.783
0.051,-0.757,2.465,333.679,-160.889,-82.825
0.146,-0.684,2.489,306.641,-131.531,-80.872
0.214,-0.632,2.538,281.250,-119.263,-77.332
0.242,-0.582,2.531,250.793,-106.323,-70.251
0.273,-0.556,2.432,219.177,-90.454,-63.782
0.305,-0.583,2.179,185.791,-69.519,-57.129
0.336,-0.639,1.824,155.701,-46.021,-49.988
0.374,-0.667,1.451,134.399,-26.367,-43.518
0.399,-0.682,1.098,121.033,-11.719,-38.818
0.437,-0.708,0.834,114.136,-8.118,-35.767
0.475,-0.734,0.680,111.084,-16.907,-33.569
0.504,-0.731,0.667,110.535,-31.982,-30.640
0.539,-0.714,0.814,114.014,-45.776,-28.625
0.574,-0.710,1.014,117.249,-52.551,-25.757
0.609,-0.653,1.206,116.394,-50.415,-18.005
0.602,-0.566,1.362,110.168,-41.504,-6.531
0.591,-0.495,1.455,100.281,-28.198,2.563
0.592,-0.419,1.514,91.248,-14.587,9.033
0.596,-0.346,1.537,79.590,-5.615,13.550
0.600,-0.283,1.510,64.514,-1.221,15.869
0.641,-0.252,1.478,51.147,1.892,17.273
0.661,-0.214,1.381,39.978,8.484,19.592
0.654,-0.164,1.226,31.128,18.982,23.071
0.634,-0.118,1.042,26.001,30.334,25.085
0.624,-0.068,0.882,24.231,37.048,25.940
0.613,-0.026,0.774,21.851,35.095,25.391
0.597,0.006,0.717,18.494,26.672,24.536
0.584,0.039,0.673,16.174,19.775,23.010
0.572,0.070,0.632,17.456,17.395,20.935
0.562,0.106,0.590,20.813,17.883,18.982
0.567,0.125,0.575,23.987,16.907,17.212
0.574,0.141,0.581,25.391,14.771,16.479
0.572,0.171,0.608,26.184,12.207,16.479
0.585,0.186,0.629,25.452,10.559,15.442
0.592,0.191,0.640,23.621,10.986,14.709
0.583,0.224,0.655,24.414,11.902,14.221
0.576,0.241,0.697,26.062,10.498,11.536
0.582,0.236,0.754,25.208,6.226,7.629
0.602,0.216,0.808,21.912,1.770,4.883
0.617,0.206,0.834,16.418,1.587,3.723
0.623,0.201,0.819,12.085,4.883,3.479
0.627,0.203,0.787,9.888,9.827,2.502
0.641,0.185,0.759,8.362,12.878,1.160
0.656,0.171,0.737,6.104,12.268,0.793
0.661,0.172,0.732,4.456,10.193,1.465
0.662,0.175,0.717,4.089,9.583,1.099
0.681,0.169,0.704,5.127,10.071,-0.244
0.697,0.165,0.692,5.859,9.338,-0.793
0.702,0.171,0.661,5.005,9.033,-0.244
0.699,0.174,0.626,5.310,9.399,-0.061
0.707,0.163,0.615,6.897,8.972,0.000
0.712,0.157,0.640,8.057,5.798,0.549
0.716,0.165,0.682,8.362,1.038,1.709
0.695,0.175,0.705,6.775,-1.221,2.441
0.701,0.170,0.742,6.287,-1.709,1.587
0.716,0.174,0.771,5.371,-1.160,0.977
0.721,0.177,0.766,1.282,0.793,2.136
0.719,0.176,0.718,-2.563,4.639,3.296
0.714,0.162,0.646,-3.113,9.521,3.906
0.702,0.171,0.588,-2.197,11.169,4.944
0.684,0.180,0.547,-0.427,8.240,5.432
0.673,0.184,0.533,2.197,3.906,4.578
0.666,0.184,0.549,6.592,0.977,3.174
0.664,0.186,0.608,10.193,-2.747,1.892
0.671,0.189,0.677,10.864,-7.507,1.221
0.669,0.193,0.713,8.545,-9.521,1.038
0.686,0.171,0.740,5.615,-7.263,1.221
0.691,0.154,0.729,3.296,-1.404,2.319
0.688,0.157,0.698,2.441,5.676,4.883
0.677,0.169,0.674,3.540,11.169,6.531
0.667,0.173,0.642,3.967,12.329,6.592
0.658,0.176,0.624,3.906,8.728,5.676
0.653,0.183,0.639,5.859,3.418,3.845
0.649,0.177,0.677,9.094,-0.671,0.549
0.651,0.159,0.722,10.010,-3.601,-2.014
0.664,0.159,0.743,7.568,-3.906,-3.235
0.678,0.162,0.751,3.357,-2.136,-2.625
0.690,0.150,0.730,-0.854,0.549,-1.831
0.704,0.156,0.710,-2.808,3.601,-0.183
0.703,0.171,0.686,-3.418,7.568,1.648
0.694,0.188,0.648,-3.357,10.010,2.136
0.690,0.193,0.642,-2.319,7.690,1.160
0.692,0.189,0.661,-1.404,2.075,-0.061
0.698,0.187,0.693,-0.549,-1.831,-0.793
0.703,0.174,0.709,-0.305,-1.526,-1.160
0.705,0.181,0.709,-0.732,0.549,-0.488
0.716,0.185,0.706,-1.953,1.465,-0.122
0.723,0.197,0.678,-4.028,2.747,0.488
0.724,0.200,0.652,-4.944,4.822,1.099
0.731,0.189,0.622,-4.944,5.432,1.160
0.719,0.198,0.591,-4.700,5.188,2.319
0.706,0.211,0.592,-2.380,4.089,2.686
0.701,0.207,0.628,0.732,0.916,0.854
0.703,0.192,0.674,1.770,-2.563,-0.671
0.706,0.183,0.701,1.892,-3.174,-0.244
0.710,0.181,0.703,1.770,-0.305,1.404
0.710,0.181,0.695,0.549,2.686,3.723
0.179,0.582,-3.272,49.927,-44.067,-29.297
0.240,0.561,-3.699,80.200,-63.660,-39.551
0.290,0.497,-4.000,114.136,-86.853,-50.354
0.276,0.352,-4.000,154.785,-106.689,-59.082
0.251,0.182,-4.000,206.848,-119.629,-65.491
0.235,-0.016,-4.000,262.390,-128.296,-67.932
0.251,-0.313,-4.000,312.012,-137.878,-67.810
0.235,-0.686,-4.000,354.614,-152.161,-68.848
0.225,-1.113,-4.000,392.639,-169.983,-69.092
0.154,-1.493,-3.976,427.979,-192.627,-65.308
0.028,-1.819,-3.507,460.266,-216.309,-61.401
-0.103,-2.057,-2.969,489.319,-232.422,-60.303
-0.221,-2.237,-2.440,515.381,-236.755,-60.608
-0.292,-2.381,-1.893,533.081,-236.938,-60.425
-0.357,-2.455,-1.363,530.762,-244.507,-55.969
-0.429,-2.458,-0.861,509.460,-260.803,-45.288
-0.507,-2.437,-0.399,481.995,-276.550,-33.569
-0.573,-2.403,0.044,461.731,-280.334,-24.841
-0.587,-2.350,0.502,453.796,-266.479,-19.348
-0.612,-2.227,0.958,452.393,-238.525,-14.404
-0.629,-2.068,1.456,453.186,-210.388,-12.207
-0.558,-1.929,1.894,447.144,-187.561,-13.611
-0.472,-1.854,2.148,418.945,-167.175,-14.160
-0.379,-1.796,2.150,373.596,-149.841,-9.949
-0.320,-1.752,2.117,333.557,-133.240,-3.052
-0.288,-1.650,2.193,311.401,-116.516,2.869
-0.243,-1.491,2.303,296.021,-99.976,4.883
-0.206,-1.395,2.376,272.339,-84.045,6.470
-0.174,-1.309,2.419,246.948,-72.754,4.883
-0.117,-1.240,2.396,218.140,-65.247,1.953
-0.083,-1.199,2.273,184.753,-57.556,1.587
-0.043,-1.146,2.095,156.616,-47.546,2.258
-0.016,-1.063,1.924,136.719,-35.583,3.906
-0.002,-0.964,1.770,119.995,-23.926,5.615
0.031,-0.862,1.629,102.478,-15.015,5.676
0.075,-0.768,1.489,84.290,-9.460,5.066
-0.325,-3.032,0.117,114.441,-0.671,7.263
1.756,-0.896,1.350,262.695,1.709,81.726
-0.125,0.179,2.492,69.275,29.297,86.548
0.223,-0.442,1.303,-37.415,78.796,-2.136
0.480,-0.481,0.671,-50.720,40.405,-4.822
0.402,-0.334,0.615,-19.165,-12.268,10.498
0.457,-0.207,0.909,18.433,-28.198,16.418
0.475,-0.101,1.110,33.325,-14.343,16.724
0.462,0.002,1.128,29.663,7.019,18.738
0.480,0.066,1.016,21.851,24.658,20.935
0.515,0.117,0.941,15.930,32.043,22.766
0.571,0.155,0.960,12.451,30.273,23.621
0.593,0.157,1.025,7.446,26.001,24.170
0.600,0.135,1.089,2.441,23.499,22.644
0.615,0.122,1.131,-0.122,21.729,19.531
0.647,0.104,1.139,-2.319,21.240,15.686
0.686,0.074,1.106,-5.432,23.071,12.634
0.703,0.064,1.042,-7.324,26.245,10.986
0.720,0.041,0.977,-8.850,28.625,8.789
0.732,0.011,0.898,-11.414,28.442,7.507
0.765,-0.008,0.833,-14.221,25.635,7.263
0.769,-0.007,0.776,-18.005,21.667,9.033
0.762,0.007,0.714,-20.386,19.470,10.071
0.742,0.023,0.639,-19.714,19.043,9.277
0.720,0.030,0.594,-16.785,17.273,7.874
0.720,0.024,0.611,-14.221,11.841,6.714
0.716,0.031,0.656,-13.306,4.822,7.141
0.706,0.035,0.672,-12.573,3.235,8.057
0.703,0.050,0.665,-9.949,7.263,8.484
0.687,0.074,0.661,-7.629,10.254,9.155
0.684,0.080,0.662,-8.301,9.705,9.521
0.682,0.083,0.658,-11.414,7.263,10.376
0.681,0.082,0.637,-13.062,7.263,11.292
0.678,0.087,0.615,-10.925,9.888,12.024
0.675,0.107,0.611,-6.287,12.512,12.512
0.658,0.129,0.613,-2.991,13.428,12.329
0.636,0.148,0.620,-2.136,10.193,11.047
0.639,0.146,0.648,-1.953,4.333,8.118
0.650,0.129,0.680,-2.686,-0.549,5.371
0.664,0.108,0.708,-3.723,-2.869,3.723
0.664,0.103,0.741,-5.493,-4.395,4.639
0.672,0.104,0.767,-7.202,-4.761,5.676
0.693,0.096,0.767,-7.629,-1.343,6.592
0.697,0.098,0.730,-7.812,4.761,8.240
0.688,0.110,0.676,-7.507,10.010,9.827
0.684,0.126,0.631,-6.409,11.414,10.498
0.678,0.134,0.601,-5.310,8.728,10.315
0.675,0.136,0.599,-4.211,4.089,9.705
0.668,0.130,0.600,-3.174,1.099,8.118
0.668,0.130,0.601,-1.953,-0.427,6.958
0.669,0.128,0.607,-1.404,-1.648,6.653
0.670,0.119,0.614,-0.854,-2.014,6.653
0.658,0.127,0.644,1.099,-2.197,7.141
0.651,0.140,0.698,2.808,-3.967,6.531
0.646,0.145,0.754,2.441,-6.409,5.554
0.643,0.137,0.803,0.549,-8.118,4.822
0.655,0.122,0.842,-1.770,-8.850,4.333
0.646,0.130,0.833,-4.333,-6.592,5.188
0.650,0.126,0.803,-5.676,-2.563,5.615
0.657,0.113,0.757,-6.348,1.160,5.127
0.662,0.110,0.719,-7.568,1.709,5.310
0.663,0.109,0.687,-8.850,0.671,5.920
0.666,0.116,0.659,-7.812,1.282,6.042
0.668,0.120,0.630,-5.310,3.601,5.859
0.659,0.130,0.603,-3.235,4.395,5.798
0.647,0.143,0.585,-1.892,2.441,5.066
0.650,0.140,0.602,0.061,-1.099,3.418
0.655,0.137,0.638,1.099,-4.333,1.953
0.669,0.129,0.678,1.343,-6.165,1.526
0.670,0.132,0.704,0.488,-5.920,2.686
0.665,0.140,0.718,-0.366,-4.639,3.967
0.659,0.146,0.741,-0.427,-3.601,4.578
0.661,0.143,0.770,-0.977,-3.723,4.578
0.665,0.131,0.781,-2.380,-2.747,4.761
0.656,0.133,0.764,-2.747,0.854,5.615
0.646,0.138,0.734,-1.709,4.578,5.859
0.642,0.141,0.703,-0.671,6.042,5.493
0.634,0.142,0.678,0.061,5.737,4.700
0.642,0.135,0.663,0.488,4.395,3.357
0.649,0.131,0.655,0.061,2.380,3.174
0.647,0.140,0.658,-0.977,0.122,3.540
0.652,0.139,0.672,-1.343,-1.526,2.808
0.652,0.134,0.694,-2.380,-3.235,2.319
-0.702,0.182,1.852,338.745,239.868,111.755
-0.803,0.254,1.888,372.192,271.362,146.667
-0.904,0.297,1.868,402.283,308.899,183.960
-1.079,0.341,1.761,433.411,349.060,223.816
-1.236,0.423,1.533,460.876,387.390,265.686
-1.482,0.504,1.344,481.628,406.372,311.096
-1.484,0.491,1.007,497.437,423.096,361.267
-1.397,0.565,0.636,503.052,444.092,410.522
-1.304,0.689,0.250,497.681,454.102,449.463
-1.238,0.770,0.074,487.244,446.655,473.572
-1.206,0.726,0.097,476.318,425.842,488.159
-1.287,0.763,0.110,464.783,405.762,498.718
-1.397,0.845,-0.030,454.346,398.804,512.939
-1.424,0.953,-0.194,452.942,399.475,534.119
-1.442,1.086,-0.397,454.163,396.729,552.429
-1.483,1.267,-0.662,440.979,388.733,562.500
-1.534,1.489,-0.997,408.203,377.197,561.340
-1.461,1.752,-1.375,366.272,368.469,552.856
-1.260,2.019,-1.839,325.073,361.572,534.668
-0.983,2.219,-2.167,280.090,341.614,500.732
-0.711,2.413,-2.524,224.609,307.312,453.369
-0.494,2.515,-2.666,158.752,265.320,389.709
-0.414,2.406,-2.414,88.074,209.839,312.012
-0.542,2.194,-1.961,30.029,156.494,235.229
-0.657,1.865,-1.382,-7.202,117.798,166.199
-0.849,1.569,-0.876,-22.339,89.966,112.122
-1.054,1.354,-0.517,-17.090,81.299,81.116
-1.123,1.239,-0.485,-0.793,95.703,70.557
-1.077,1.231,-0.694,20.508,114.868,71.960
-0.987,1.321,-1.042,37.170,122.009,74.951
-0.846,1.407,-1.382,38.940,117.554,72.754
-0.653,1.416,-1.604,27.710,104.736,63.171
-0.457,1.377,-1.696,11.169,84.473,47.363
-0.343,1.281,-1.678,-6.592,59.875,27.771
-0.297,1.122,-1.533,-20.203,32.471,7.874
-0.273,0.924,-1.335,-25.391,8.545,-7.996
-0.238,0.707,-1.126,-25.757,-6.958,-17.883
-0.174,0.521,-0.944,-24.353,-14.343,-17.944
-0.080,0.398,-0.800,-21.729,-15.747,-10.498
-0.001,0.376,-0.697,-18.494,-14.038,1.343
0.087,0.409,-0.656,-14.343,-11.047,14.587
0.184,0.451,-0.619,-9.277,-9.155,27.344
0.260,0.530,-0.583,-6.897,-7.568,38.208
0.306,0.622,-0.570,-7.568,-5.615,45.593
0.299,0.705,-0.536,-9.644,-3.784,49.011
0.238,0.789,-0.495,-10.803,-2.930,48.767
0.143,0.864,-0.476,-9.277,-0.427,45.593
0.054,0.919,-0.469,-4.700,3.723,40.039
0.006,0.951,-0.483,0.549,9.460,32.654
-0.034,0.933,-0.535,5.859,17.334,25.024
-0.048,0.862,-0.587,11.292,22.827,17.883
-0.045,0.787,-0.650,13.672,25.696,12.146
-0.054,0.743,-0.703,10.681,26.978,7.935
-0.056,0.708,-0.769,6.958,26.855,5.798
-0.061,0.692,-0.835,4.639,23.376,4.700
-0.061,0.676,-0.846,4.089,16.113,3.540
-0.060,0.662,-0.869,2.197,10.071,1.526
-0.088,0.650,-0.823,-0.793,4.089,0.061
-0.093,0.633,-0.779,-3.052,1.343,-0.061
-0.090,0.630,-0.744,-2.869,0.427,-0.244
-0.089,0.640,-0.744,-1.038,0.793,-0.793
-0.075,0.649,-0.736,1.282,1.404,-1.038
-0.062,0.665,-0.755,2.991,1.465,-0.854
-0.052,0.684,-0.769,4.333,-0.244,-0.305
-0.046,0.687,-0.762,4.822,-2.869,0.061
-0.033,0.674,-0.738,3.906,-4.700,0.854
-0.012,0.664,-0.699,1.709,-6.287,2.808
-0.006,0.682,-0.655,-0.671,-6.836,5.920
0.000,0.707,-0.629,-2.380,-5.615,8.972
0.005,0.749,-0.616,-2.686,-3.845,10.681
0.001,0.794,-0.633,-2.075,-0.854,10.376
0.000,0.821,-0.671,-0.671,2.563,8.301
0.004,0.815,-0.729,2.991,4.761,4.272
0.004,0.776,-0.753,6.775,4.333,-0.366
-0.024,0.730,-0.768,7.263,3.052,-3.601
-0.049,0.700,-0.774,5.249,1.465,-4.456
-0.061,0.683,-0.787,2.747,0.549,-3.906
-0.063,0.672,-0.783,0.305,-0.916,-2.502
-0.064,0.665,-0.758,-1.892,-2.136,-0.732
-0.052,0.663,-0.723,-3.357,-1.648,0.793
-0.028,0.671,-0.712,-3.601,-0.183,2.625
-0.014,0.695,-0.713,-2.380,0.366,3.906
-0.006,0.714,-0.712,-0.549,0.610,4.028
-0.010,0.725,-0.722,0.122,1.038,2.869
-0.012,0.730,-0.729,0.061,1.221,1.526
-0.016,0.733,-0.713,0.000,0.610,-0.061
-0.032,0.715,-0.684,0.427,-0.427,-1.465
-0.045,0.702,-0.665,0.732,0.305,-1.831
-0.040,0.692,-0.656,1.587,1.770,-1.526
-0.025,0.696,-0.659,2.747,3.296,-0.488
-0.012,0.704,-0.678,3.662,4.578,0.549
-0.016,0.713,-0.704,3.601,4.700,1.160
-0.022,0.717,-0.720,3.174,4.333,1.038
-0.031,0.723,-0.735,2.808,3.723,0.183
-0.052,0.715,-0.723,1.648,3.174,-0.122
-0.052,0.712,-0.735,0.977,2.808,-0.061
-0.061,0.712,-0.721,1.160,1.953,-0.305
-0.050,0.722,-0.711,0.488,1.953,-0.427
-0.049,0.739,-0.711,-0.732,2.991,-1.099
-0.050,0.741,-0.720,-0.366,3.052,-2.014
-0.049,0.722,-0.731,1.648,2.197,-3.113
-0.039,0.693,-0.727,2.441,0.977,-3.845
-0.041,0.670,-0.715,1.160,0.061,-3.540
-0.038,0.671,-0.700,-1.343,-0.122,-2.136
-0.041,0.693,-0.674,-3.601,0.122,0.000
-0.030,0.716,-0.672,-3.967,1.099,1.404
-0.027,0.735,-0.686,-2.991,1.892,2.136
-0.024,0.739,-0.703,-1.343,1.831,1.587
-0.017,0.724,-0.711,0.061,1.343,0.549
-0.010,0.714,-0.712,-0.183,0.977,-0.122
-0.019,0.708,-0.697,-1.282,0.732,0.183
-0.024,0.708,-0.680,-2.014,0.977,0.732
-0.027,0.715,-0.673,-1.831,1.953,1.587
-0.022,0.729,-0.685,-1.343,3.540,2.014
-0.025,0.745,-0.714,-0.488,4.761,1.892
-0.029,0.755,-0.737,0.610,4.578,0.977
-0.048,0.749,-0.757,1.526,3.296,-0.549
-0.066,0.732,-0.754,0.977,2.014,-2.197
-0.073,0.720,-0.760,0.122,1.038,-3.174
-0.290,0.308,2.522,215.088,237.854,-74.341
-0.453,0.320,2.653,252.258,273.254,-73.547
-0.628,0.309,2.671,295.349,311.646,-60.608
-0.706,0.303,2.508,338.806,346.375,-35.645
-0.723,0.293,2.221,378.845,370.605,-5.798
-0.654,0.211,1.920,415.466,376.160,25.940
-0.615,0.143,1.801,446.045,363.831,60.791
-0.641,0.073,1.763,461.914,345.947,95.642
-0.683,-0.015,1.772,461.304,334.167,130.249
-0.783,-0.119,1.705,452.209,339.905,169.617
-0.939,-0.116,1.573,434.814,365.234,213.074
-1.034,0.058,1.408,418.213,402.954,255.737
-1.008,0.224,1.173,417.297,438.293,299.683
-0.841,0.339,0.980,432.373,454.407,338.623
-0.889,0.450,1.015,445.007,453.735,360.046
-0.926,0.583,0.913,447.205,455.933,369.995
-1.014,0.641,0.664,453.003,460.754,383.484
-1.057,0.616,0.612,457.764,458.801,398.865
-1.103,0.585,0.382,448.792,466.614,413.391
-1.261,0.698,0.067,434.082,475.586,429.749
-1.463,0.861,-0.294,416.565,474.487,442.017
-1.585,1.079,-0.634,395.142,468.323,445.801
-1.540,1.180,-0.954,360.901,461.609,437.134
-1.464,1.187,-1.209,313.293,446.472,420.410
-1.378,1.135,-1.379,255.066,423.279,398.254
-1.408,1.046,-1.334,192.810,393.982,371.033
-1.647,1.003,-1.165,138.733,360.229,339.050
-1.875,0.896,-0.862,105.530,328.735,307.373
-1.998,0.815,-0.595,87.463,307.312,280.457
-2.120,0.792,-0.474,80.322,296.631,258.179
-2.266,0.882,-0.544,84.167,288.391,244.019
-2.297,1.007,-0.755,98.938,273.132,236.755
-2.195,1.144,-1.024,111.938,248.169,230.103
-2.295,1.416,-1.507,107.849,223.267,221.008
-1.924,2.029,-2.264,79.224,182.251,204.895
-1.781,2.313,-2.253,36.133,118.347,168.518
-1.539,2.281,-2.308,3.540,70.129,117.798
-1.532,2.068,-1.958,-32.532,17.761,60.120
-1.424,1.646,-1.527,-54.565,-22.583,16.357
-1.214,1.097,-1.164,-56.458,-43.396,-5.371
-0.834,0.750,-0.908,-50.354,-44.189,-13.428
-0.391,0.567,-0.819,-35.706,-32.837,-15.564
-0.095,0.520,-0.784,-20.508,-27.039,-15.076
0.144,0.526,-0.819,-7.263,-18.616,-14.160
0.124,0.584,-0.766,0.610,-11.536,-14.709
0.022,0.668,-0.758,3.723,-4.456,-14.709
-0.141,0.705,-0.815,8.484,3.662,-13.184
-0.303,0.735,-0.871,8.911,7.446,-10.559
-0.416,0.790,-0.904,6.531,11.230,-6.409
-0.444,0.833,-0.921,4.028,13.916,-3.662
-0.395,0.840,-0.884,1.282,15.686,-3.174
-0.316,0.811,-0.852,-0.549,15.930,-4.089
-0.242,0.740,-0.821,0.610,14.954,-5.005
-0.193,0.647,-0.777,2.991,12.085,-5.554
-0.131,0.593,-0.798,3.784,12.085,-4.578
-0.100,0.527,-0.698,0.854,13.550,-3.479
-0.113,0.487,-0.663,0.305,14.099,-1.526
-0.152,0.500,-0.683,2.930,13.733,1.587
-0.217,0.541,-0.746,5.676,13.245,4.761
-0.274,0.589,-0.781,7.324,13.000,6.653
-0.303,0.601,-0.795,9.521,11.597,7.629
-0.308,0.608,-0.758,9.216,9.583,6.714
-0.292,0.623,-0.714,6.897,8.423,5.188
-0.256,0.638,-0.703,4.822,7.385,2.991
-0.246,0.628,-0.701,4.517,5.371,1.160
-0.236,0.614,-0.697,3.723,3.601,0.183
-0.225,0.599,-0.697,1.465,2.869,-0.122
-0.216,0.585,-0.705,-0.854,2.258,0.244
-0.222,0.578,-0.716,-1.282,1.160,0.427
-0.238,0.594,-0.736,-0.305,-0.061,0.183
-0.260,0.626,-0.756,1.221,-1.465,-0.183
-0.245,0.630,-0.770,1.404,-1.953,-0.488
-0.231,0.615,-0.777,1.099,-2.869,-1.282
-0.226,0.604,-0.761,0.061,-2.808,-2.686
-0.225,0.606,-0.755,0.793,-1.709,-3.479
-0.234,0.613,-0.763,2.869,-0.916,-4.028
-0.252,0.627,-0.778,4.272,-0.427,-4.028
-0.274,0.634,-0.779,4.395,-0.671,-3.662
-0.278,0.645,-0.771,3.967,-1.221,-3.174
-0.266,0.646,-0.771,2.869,-0.549,-2.747
-0.254,0.646,-0.771,1.648,0.183,-2.747
-0.242,0.634,-0.767,1.831,0.427,-3.235
-0.232,0.621,-0.757,2.869,0.305,-3.906
-0.226,0.616,-0.752,3.418,0.854,-4.089
-0.223,0.618,-0.747,3.479,1.343,-4.089
-0.232,0.621,-0.746,2.563,1.770,-4.028
-0.250,0.577,-0.759,1.892,1.892,-3.845
-0.271,0.648,-0.772,-0.366,0.977,-2.747
-0.257,0.649,-0.737,-1.160,1.038,-1.526
-0.239,0.645,-0.718,0.305,1.343,-1.221
-0.236,0.635,-0.712,1.465,1.160,-0.366
-0.234,0.630,-0.729,1.953,0.916,0.916
-0.238,0.632,-0.734,2.380,0.488,1.587
-0.251,0.628,-0.742,2.136,-0.671,2.136
-0.262,0.620,-0.748,1.282,-1.343,2.563
-0.269,0.614,-0.747,0.732,-2.136,2.869
-0.266,0.621,-0.750,0.854,-2.563,3.113
-0.263,0.633,-0.755,0.977,-2.747,2.808
-0.263,0.632,-0.755,1.160,-2.930,2.014
-0.261,0.627,-0.758,1.648,-3.174,1.221
-0.248,0.621,-0.761,1.526,-3.418,0.427
-0.249,0.611,-0.757,1.343,-3.906,-0.061
-0.250,0.589,-0.724,1.221,-4.150,-0.488
-0.237,0.570,-0.707,2.197,-3.967,-0.732
-0.234,0.583,-0.714,2.808,-3.540,-0.366
-0.231,0.608,-0.741,2.991,-3.174,0.610
-0.233,0.625,-0.761,2.625,-2.625,1.099
-0.245,0.635,-0.766,1.831,-2.380,0.671
-0.254,0.639,-0.765,1.160,-2.441,0.061
-0.256,0.637,-0.755,0.916,-2.747,-0.549
-0.258,0.628,-0.739,1.099,-3.113,-1.465
-0.253,0.625,-0.746,1.343,-3.174,-1.892
-0.251,0.623,-0.760,1.221,-3.113,-1.709
-0.246,0.617,-0.766,1.343,-2.808,-1.709
-0.238,0.616,-0.761,1.404,-2.502,-2.014
-0.231,0.619,-0.756,1.648,-2.258,-1.709
-0.219,0.622,-0.754,1.404,-2.197,-1.343
-0.215,0.625,-0.750,0.671,-2.197,-1.221
-0.224,0.627,-0.745,0.305,-2.319,-1.099
-0.047,0.722,2.095,30.762,2.808,-66.345
-0.063,0.716,2.122,50.293,19.836,-70.190
-0.096,0.697,2.150,73.730,34.973,-73.608
-0.159,0.664,2.189,95.520,49.561,-76.050
-0.225,0.631,2.255,114.014,65.247,-75.195
-0.291,0.644,2.317,129.089,85.388,-70.313
-0.359,0.703,2.322,144.226,111.755,-64.392
-0.468,0.790,2.343,162.598,138.245,-57.983
-0.502,0.917,2.393,178.955,167.664,-51.331
-0.584,1.000,2.409,196.350,197.754,-50.537
-0.685,1.058,2.349,224.854,223.755,-49.316
-0.750,1.035,2.343,259.216,250.061,-44.250
-0.794,1.068,2.245,290.039,285.095,-34.058
-0.843,1.129,2.050,318.970,324.036,-18.799
-0.844,1.133,1.856,339.966,358.948,-4.456
-0.907,1.098,1.812,345.459,388.855,2.563
-0.961,0.978,1.750,342.712,423.523,3.662
-1.038,0.876,1.656,341.248,464.966,5.554
-1.203,0.873,1.499,346.863,501.465,10.803
-1.331,0.880,1.415,364.075,528.870,20.752
-1.371,0.827,1.238,392.639,551.208,39.246
-1.435,0.730,0.912,429.138,570.251,63.782
-1.565,0.711,0.542,465.515,581.970,88.501
-1.849,0.827,0.213,497.437,585.327,114.380
-1.958,0.865,-0.167,531.677,587.646,145.996
-1.849,0.852,-0.437,576.355,578.552,182.068
-1.739,0.850,-0.778,615.784,545.166,210.754
-1.685,0.789,-0.972,632.507,496.277,231.567
-1.658,0.647,-1.042,627.319,445.862,254.150
-1.703,0.544,-1.055,606.506,406.067,280.396
-1.804,0.508,-1.053,570.557,383.118,309.204
-1.881,0.547,-1.121,521.484,373.230,338.806
-1.813,0.606,-1.169,466.064,371.155,365.173
-1.719,0.690,-1.211,408.752,372.253,387.207
-1.643,0.754,-1.195,352.295,367.371,401.001
-1.516,0.849,-1.180,301.086,356.812,407.837
-1.467,1.026,-1.182,259.460,346.313,406.067
-1.380,1.267,-1.208,225.403,336.426,390.625
-1.286,1.478,-1.270,197.876,312.195,366.943
-1.190,1.631,-1.287,177.612,281.189,340.149
-1.108,1.703,-1.332,159.302,251.343,307.312
-1.098,1.746,-1.333,137.329,225.586,267.700
-1.127,1.809,-1.265,111.938,201.965,225.525
-1.177,1.851,-1.224,87.341,180.115,184.326
-1.196,1.887,-1.287,69.092,157.776,146.851
-1.266,2.016,-1.580,55.115,128.845,113.037
-1.249,2.135,-1.801,32.654,87.341,79.346
-1.170,2.089,-1.894,15.808,38.757,49.072
-1.172,1.845,-1.895,-2.502,-10.315,18.250
-0.958,1.465,-1.628,-20.874,-22.339,-2.747
-0.764,1.177,-1.333,-42.419,-19.836,-8.789
-0.510,0.939,-0.954,-58.044,-12.146,-14.771
-0.209,0.741,-0.743,-58.228,-4.089,-15.808
-0.060,0.636,-0.574,-47.485,-6.287,-14.832
0.007,0.576,-0.482,-28.931,-9.399,-13.184
0.065,0.554,-0.528,-8.179,-6.836,-10.254
0.116,0.526,-0.696,7.629,0.793,-6.836
0.079,0.532,-0.846,15.442,7.263,-3.479
-0.040,0.590,-0.913,18.127,7.507,0.732
